"ichain","iteration","X.1","X.2","X.3","X.4"
1,50001,2.97553070006748,0.979017089263264,2.08464311668126,0.561300459356742
1,50011,2.97006714805842,0.850191238173751,1.92903934139516,0.635426746356716
1,50021,3.01686406448161,1.03349259292691,2.07619997363583,0.540452902850352
1,50031,2.98242309641127,0.92970646136891,1.92398219179096,0.587454827039915
1,50041,2.99190029489238,0.87368373411505,1.82797811997174,0.594427366728838
1,50051,2.97719735239918,0.930363846788922,1.98291504397953,0.566555565119249
1,50061,2.97421970112779,0.850030423380933,1.85289625913885,0.609700758377042
1,50071,2.99120376056595,0.890338501981897,1.91471281950268,0.574127892412892
1,50081,2.96446923307461,0.818944223885998,1.95601685174567,0.61603325087586
1,50091,2.9957838611624,0.897249986103908,1.99753207789248,0.610025602526935
1,50101,2.98439951583251,0.949191819116881,2.02377318636728,0.574425472210849
1,50111,2.98987234906354,0.898132729218958,1.99851107198885,0.631076616006458
1,50121,2.96517106992827,0.944313972107238,2.11925970583602,0.601198285293296
1,50131,2.99828331114863,0.893159543209262,1.87131968976997,0.624301347101568
1,50141,3.00359578262002,0.904631466317138,1.857406249006,0.581708430185572
1,50151,3.02341552992386,0.960037875395533,1.91040470050938,0.542716255149866
1,50161,3.0015258961355,0.984540641344409,1.91653736108426,0.511757995759133
1,50171,2.95921922530527,0.904552696780518,1.98979245158133,0.568541530517619
1,50181,2.94405563156552,0.876548675575485,2.05877828992215,0.598059248344722
1,50191,2.95581421556936,0.789412403608402,1.90308389344272,0.668883292851543
1,50201,2.95973135292909,0.884968170135326,1.97557049772939,0.59720849566197
1,50211,2.99611229654449,0.828821165359399,1.8252876498849,0.635822631927388
1,50221,2.95578153992891,0.863576064957029,1.96563081728474,0.624483512019362
1,50231,2.97218130646378,0.916701388244507,1.92564412807975,0.576421451114358
1,50241,2.92408778538858,0.831543598844963,2.03449479567596,0.654114697862908
1,50251,3.00220185633773,0.938096823467176,1.89409948937462,0.574836397275691
1,50261,2.93412131150199,0.820766363125627,1.8503437217373,0.646726246732397
1,50271,2.93679636219521,0.822608231078728,1.88633753967837,0.644669674261414
1,50281,2.95216372250848,0.871179766371046,1.92824232146528,0.611547075911542
1,50291,2.98198248278643,0.878749150589448,1.93057241221228,0.58886027211557
1,50301,2.97298250657739,0.893909011351976,1.97043152840255,0.597710882221422
1,50311,2.930980453076,0.880090804403412,1.96947811848756,0.553477384943121
1,50321,2.95750569493595,0.892723679785313,1.99687287739413,0.569128377043657
1,50331,3.00044070108735,0.957342149456041,2.08743773374897,0.59781343652318
1,50341,2.96433387451355,0.848010037991542,1.90944321626078,0.640773553463225
1,50351,2.92385164108376,0.779317748562402,1.88867396025179,0.660412456065192
