"methods","samples.P","samples.delta","samples.N0","samples.sigma.d","samples.sigma.p","samples.tau"
"Euc. Summary",20.9583425867844,0.325874249793158,12.3004571956262,0.631074990136336,0.121228486493592,6.38952908680942
"Euc. Summary",20.9583425867844,0.325874249793158,12.3004571956262,0.631074990136336,0.121228486493592,6.38952908680942
"Euc. Summary",15.7930004892781,0.270346873027282,13.2705711821298,0.588543797482568,0.111048798383064,7.69411480640539
"Euc. Summary",22.3463296400371,0.422531021231094,11.7637663475043,0.667194042883271,0.118784640782521,6.01501835235799
"Euc. Summary",15.8277361205672,0.262498883593037,13.2315954836297,0.605180661796185,0.111722125310131,6.91780460418675
"Euc. Summary",22.3689016184595,0.436416944552071,11.727480521658,0.637758991994665,0.117291254020322,5.32652125461731
"Euc. Summary",21.3678704929714,0.424481116943077,12.5330167632626,0.646795314021751,0.118265483218009,3.91203833160921
"Euc. Summary",24.1773337813305,0.407263801320923,11.7762552249004,0.655721636052112,0.120503792699805,5.11238204386504
"Euc. Summary",17.6406466710505,0.234137940953731,13.0361615686994,0.594668811892164,0.114432685769249,6.42060642841721
"Euc. Summary",19.7508199861704,0.471146039820916,12.75899950858,0.689759849893557,0.117557856556294,5.29547866779554
"Euc. Summary",21.7694921056601,0.168282184287672,11.9100633087956,0.541248258996844,0.11856951965525,4.88512422823457
"Euc. Summary",19.6957012378198,0.254792612754441,12.5348782726055,0.619103736509645,0.115286579370508,5.60727519617019
"Euc. Summary",21.3706133276602,0.292302881901818,11.8830147482346,0.60144427954503,0.116963221527122,5.97096108349314
"Euc. Summary",18.7583097176615,0.584230833575944,12.8596042363327,0.705220915979901,0.114786776221949,4.17803635309213
"Euc. Summary",18.7583097176615,0.584230833575944,12.8596042363327,0.705220915979901,0.114786776221949,4.17803635309213
"Euc. Summary",18.6104732533531,0.436665054532766,12.43052643626,0.649738099198131,0.114091086789115,4.10887077386715
"Euc. Summary",22.5735098192859,0.440032709386409,12.138885711013,0.664693633960353,0.120334320514092,3.82443835393614
"Euc. Summary",18.9123076017084,0.541571813325804,13.1510185375326,0.712940785216293,0.118558712765712,4.3675975779374
"Euc. Summary",22.9253587830854,0.442548405165825,12.2077769067798,0.67871599903733,0.119241103811171,5.01646354926285
"Euc. Summary",21.9859873679948,0.551348088364788,12.278795054434,0.709752095684258,0.119691332548819,5.22415485594807
"Euc. Summary",23.4720668945615,0.407009699916141,11.639697554086,0.638271175603035,0.121294980971615,3.94992179403007
"Euc. Summary",21.82137300925,0.363799263501098,12.3071157311018,0.65489108609366,0.119871665481014,5.10974870682889
"Euc. Summary",21.82137300925,0.363799263501098,12.3071157311018,0.65489108609366,0.119871665481014,5.10974870682889
"Euc. Summary",23.2677739016692,0.400856534171756,12.0678412444469,0.654513017693352,0.120399449156551,5.29389164967467
"Euc. Summary",22.5501913863576,0.378340593946586,11.6239064011995,0.630087723966182,0.119017229637611,6.16461042664751
"Euc. Summary",17.3632101489957,0.353156961646301,12.7645663832723,0.617324344849459,0.112342663562073,4.11975088394263
"Euc. Summary",18.9104377731925,0.384691854446706,11.8625892310157,0.639942223030533,0.11375156927267,10.6942492337606
"Euc. Summary",18.8593154848651,0.34821353981568,11.6972330931281,0.620426631052579,0.112658202524137,11.3171936533753
"Euc. Summary",21.8849108286022,0.309902288902688,11.9231219499193,0.628747413818913,0.119489735516264,5.53696634076766
"Euc. Summary",17.3730649607789,0.388057650868098,12.8226697890121,0.6502770550505,0.111855906827743,5.21676254714659
"Euc. Summary",18.1467774170828,0.313164694682785,12.9157388394312,0.629568225429172,0.116064296661036,6.20744273753741
"Euc. Summary",23.0799770962421,0.387270371623519,11.7015183268191,0.660344016565798,0.120681921982821,5.62718595062759
"Euc. Summary",25.3352543925638,0.452612168099325,11.3544586431491,0.66687744866775,0.120953947506557,5.80369541849562
"Euc. Summary",25.3352543925638,0.452612168099325,11.3544586431491,0.66687744866775,0.120953947506557,5.80369541849562
"Euc. Summary",20.4908246785044,0.449214980440841,12.1545173619733,0.67334304632003,0.116270059567485,4.76625292971038
"Euc. Summary",20.4908246785044,0.449214980440841,12.1545173619733,0.67334304632003,0.116270059567485,4.76625292971038
"Euc. Summary",16.860872328852,0.427538797882772,12.7946788851069,0.673453472091035,0.11253069879026,6.58035398472635
"Euc. Summary",21.6605288119444,0.501020950147408,12.2031214127577,0.688228560479022,0.120878056352325,1.7809085762769
"Euc. Summary",19.7634310591501,0.351677925448264,11.6515533970229,0.613330986937666,0.114517344944702,6.41437863261055
"Euc. Summary",21.6605288119444,0.501020950147408,12.2031214127577,0.688228560479022,0.120878056352325,1.7809085762769
"Euc. Summary",19.0690441189669,0.277962301511435,11.9037668651931,0.601445074637516,0.112479694822303,9.53836880842685
"Euc. Summary",19.0690441189669,0.277962301511435,11.9037668651931,0.601445074637516,0.112479694822303,9.53836880842685
"Euc. Summary",16.5619139940733,0.393791729335839,13.1657257327571,0.65134761304412,0.114583838276587,6.26631137187223
"Euc. Summary",20.104389338312,0.457544762870707,11.8139245446251,0.672646951926287,0.116990092162646,7.50345543875229
"Euc. Summary",19.7903002175411,0.460543391642606,12.5729596737977,0.693533248780676,0.116214965599696,5.16913202819904
"Euc. Summary",20.9216783704179,0.367330053143955,11.602338631744,0.649529402387906,0.115833122369596,8.07020158676694
"Euc. Summary",23.6973628997961,0.38252692517891,11.1919687352474,0.66028552415267,0.120073667727451,8.28418323733569
"Euc. Summary",22.4522808411853,0.405711479386203,11.5340838510847,0.658679667522687,0.118296441826017,5.78026089869251
"Euc. Summary",19.4767976729935,0.235693603113268,12.7300831530923,0.579894079842856,0.116077689358246,5.04982354915568
"Euc. Summary",19.8830804620939,0.231061322949029,12.5684675875461,0.594740579169215,0.119738603601583,5.4191887730191
"Euc. Summary",19.8830804620939,0.231061322949029,12.5684675875461,0.594740579169215,0.119738603601583,5.4191887730191
"Euc. Summary",15.1233533359589,0.273590095053021,13.1983549020873,0.612263156777343,0.112591671760124,5.35261631309265
"Euc. Summary",21.9105262257488,0.209838693970049,12.2371611321683,0.584098926933755,0.119687734173152,7.319911278548
"Euc. Summary",20.5964961814362,0.401286210048475,12.458854515373,0.626006159382336,0.116403175056434,3.58099939841817
"Euc. Summary",20.5964961814362,0.401286210048475,12.458854515373,0.626006159382336,0.116403175056434,3.58099939841817
"Euc. Summary",26.192682577452,0.320619179162155,11.45582299759,0.620342906838245,0.12399229920682,5.41670270241807
"Euc. Summary",22.0675583849383,0.52350160795818,12.018326982652,0.69607501293305,0.117977177137012,5.00602310562549
"Euc. Summary",22.0491846512935,0.250942923481265,11.5505830345392,0.626491977263732,0.117959015880009,6.74403864717822
"Euc. Summary",19.3124453342798,0.424043470218474,12.1758755673325,0.668266101177007,0.115727816915465,7.32660037740287
"Euc. Summary",20.4192168114568,0.285893377524453,12.393333136505,0.599855878073172,0.117191741581963,5.93539223868071
"Euc. Summary",18.1097632370868,0.413028638341313,12.7710004603905,0.662608090640616,0.113568474439839,5.14282975687706
"Euc. Summary",24.00922087,0.445746161539336,12.3329953173892,0.663675558561083,0.123844857661177,4.04150125598748
"Euc. Summary",21.7053567050873,0.351122267516008,11.8995964331366,0.640006743518896,0.118773532962462,6.54138065636939
"Euc. Summary",21.2850176649892,0.338208638792269,12.4163906190435,0.665814181390781,0.119518400479893,6.01885495409662
"Euc. Summary",15.6657039489112,0.155110001240202,13.0332464742089,0.56498396767778,0.110518331108063,7.19828026475315
"Euc. Summary",17.2723379215108,0.302572514731092,12.405439670615,0.621795478486374,0.112540488535032,8.1489403530276
"Euc. Summary",15.5417494639379,0.540757253153326,12.8320540168341,0.72049702024771,0.110722315868526,5.24048574406908
"Euc. Summary",20.2748123542667,0.497192708659287,11.3743359379017,0.682174008491862,0.116075669479426,5.29234436999976
"Euc. Summary",28.8178344322284,0.549534627973843,11.4876447012928,0.728906673397306,0.128269990285505,2.08742125491465
"Euc. Summary",18.0863484917467,0.391924870623092,12.7471906065952,0.650215284269039,0.113444841822909,4.77688687151043
"Euc. Summary",19.6604996023108,0.4509210963776,12.3007577476355,0.701660250989568,0.116903899515897,6.55401581652621
"Euc. Summary",21.0412723715491,0.507874848943666,11.9589083253535,0.710635462130113,0.11733452349393,5.67998620562445
"Euc. Summary",19.6470500795889,0.236567220054904,12.2989869342078,0.596335247690323,0.11412484833534,5.98310267978643
"Euc. Summary",18.7032659621691,0.420436955969936,12.8411510324083,0.663160905130928,0.113901735557679,5.14763886625571
"Euc. Summary",23.9039918592324,0.446787466443172,11.9865169322359,0.674775874351468,0.121337624227348,3.50940030379969
"Euc. Summary",16.8424994023897,0.369252707548434,12.0857408100641,0.664463107654937,0.111003655431294,7.86918910308677
"Euc. Summary",22.984492860078,0.299955242013595,12.201216708337,0.631273561095762,0.121571121088936,3.37490502342666
"Euc. Summary",20.0062381710668,0.566382501514576,11.9805216649963,0.721622632598418,0.11575286538969,5.58923732581803
"Euc. Summary",25.7126855400573,0.420504978020094,11.3118283853428,0.690973934821399,0.125719464701003,5.83185275188869
"Euc. Summary",21.3591394959484,0.47325515024653,12.3529691688205,0.682344977036509,0.118626865114813,5.07988729611813
"Euc. Summary",19.923526121361,0.378702787883427,12.5315062406418,0.642101952224642,0.117092866029653,4.68722867126233
"Euc. Summary",19.0180786525766,0.439254113090685,12.3783870510495,0.657990315269465,0.114664073179768,4.98567106567571
"Euc. Summary",18.5410971143971,0.263347602600583,13.0904360215564,0.613698739371933,0.115624412046595,5.96704855886537
"Euc. Summary",18.1885032723047,0.338263232821704,12.9424537369522,0.620917065252435,0.114684071887439,4.91762672953133
"Euc. Summary",21.7950808121674,0.453748268609255,12.5205694412764,0.659914944159018,0.119083432086856,3.68528186719978
"Euc. Summary",24.0610826769927,0.36562869797893,11.14123398068,0.653669736760565,0.120437409099431,6.29396608090215
"Euc. Summary",18.331417743047,0.476979557706652,12.784572812039,0.678355582199268,0.115907851185859,5.7448769407
"Euc. Summary",17.4544184579388,0.341331039802416,13.4472534774583,0.63693798429861,0.115532049759222,5.49727983052825
"Euc. Summary",19.4946425743453,0.344218040298268,12.7710071318665,0.652821110312878,0.116066104726091,6.64728129920112
"Euc. Summary",18.963026767572,0.335902834096612,12.5348062643018,0.636624678814805,0.116395155069072,5.98063483419091
"Euc. Summary",18.963026767572,0.335902834096612,12.5348062643018,0.636624678814805,0.116395155069072,5.98063483419091
"Euc. Summary",16.8841115564621,0.265318967710076,12.2555858142187,0.597212418233347,0.11110013988058,9.97880468785021
"Euc. Summary",20.0578406786803,0.407648300005604,12.1685588649546,0.654845637434153,0.115718706768844,5.13994573026366
"Euc. Summary",23.933941970571,0.226712790513551,11.4616097820228,0.590427670824246,0.120840599477082,6.01491586383355
"Euc. Summary",24.1045888835701,0.206069146712306,11.1461023952464,0.587792524217215,0.11883880025251,7.00850314082707
"Euc. Summary",16.8841115564621,0.265318967710076,12.2555858142187,0.597212418233347,0.11110013988058,9.97880468785021
"Euc. Summary",23.3034976334959,0.264185184958521,11.8786479230255,0.589976075332051,0.120796522395267,5.7106080695563
"Euc. Summary",21.0845819578389,0.367989192865645,12.2836255574642,0.651919796814535,0.11953224231334,6.28302662486984
"Euc. Summary",16.149548744249,0.292314128766282,12.8918202937326,0.618323098465111,0.111859721296975,6.50190053458642
"Euc. Summary",22.0201196047891,0.354153220600831,12.0427932976757,0.649358981834887,0.118152007098549,5.8928471703803
"Euc. Summary",21.767482290128,0.237345661338784,12.0612163087844,0.592825228491939,0.119436554264292,7.3996874460501
"Euc. Summary",18.6527116890443,0.311540632029115,12.7900207092413,0.641510534670813,0.1166461848905,6.17329794622948
"Euc. Summary",14.4230740768663,0.47887031316591,13.0541796719122,0.672116127736161,0.108113249640456,8.48655264440706
"Euc. Summary",14.4230740768663,0.47887031316591,13.0541796719122,0.672116127736161,0.108113249640456,8.48655264440706
"Euc. Summary",14.4230740768663,0.47887031316591,13.0541796719122,0.672116127736161,0.108113249640456,8.48655264440706
"Euc. Summary",23.3601099447925,0.306711322145738,11.2649849363021,0.613986673655967,0.119445995734483,7.49938630258225
"Euc. Summary",19.9569683698988,0.269225289266203,12.5943315689319,0.611542759537014,0.116757346238516,5.74127445230263
"Euc. Summary",20.1570130451848,0.443174424580526,12.0793508755702,0.675276098992798,0.118769079840396,5.99743558743729
"Euc. Summary",22.7389648477571,0.394435006870536,12.7142175169076,0.62209124625762,0.120692805367321,4.40160942766154
"Euc. Summary",23.0504235433395,0.444953033034758,11.7726366371773,0.661239900660399,0.118418907053311,6.20418431940387
"Euc. Summary",14.9840366747162,0.367676485633845,13.5928168139179,0.655202182550458,0.110444275713914,5.42724971406767
"Euc. Summary",14.9840366747162,0.367676485633845,13.5928168139179,0.655202182550458,0.110444275713914,5.42724971406767
"Euc. Summary",17.4535374148449,0.318970826748335,13.1015295487875,0.62435865063014,0.114237918794788,7.17843500922977
"Euc. Summary",21.9458395337412,0.430096767361906,11.8963350186656,0.648536150214934,0.118081137349198,4.91438977059779
"Euc. Summary",24.9466138570389,0.359615697608179,11.3474182269507,0.636438177510591,0.122233349416717,4.22848929000208
"Euc. Summary",23.1594356834231,0.39597613341639,10.9481585780404,0.667513181200242,0.118470993544046,7.95851286637226
"Euc. Summary",17.2348945961987,0.37183998532799,12.0541350717584,0.625074417306507,0.111417624049826,9.98201990637295
"Euc. Summary",19.1373675360543,0.275108369094878,12.4191934297501,0.631392998756456,0.117313490821572,7.44297035872612
"Euc. Summary",19.65615022766,0.477039407458807,12.7528756123661,0.694843715387332,0.117261473245432,4.59554472730634
"Euc. Summary",19.65615022766,0.477039407458807,12.7528756123661,0.694843715387332,0.117261473245432,4.59554472730634
"Euc. Summary",21.6369306307216,0.349042942498259,11.7497956679054,0.634938425970162,0.118456267430577,5.44233178225801
"Euc. Summary",13.1789708938601,0.228449515565495,13.1140942144368,0.607730544098729,0.109308919706027,8.0299517938469
"Euc. Summary",22.7975116140283,0.32214813932701,11.9763145452543,0.656395427992452,0.121892703847094,6.33207875651622
"Euc. Summary",18.8515388258544,0.345364376993528,13.00149745974,0.633144022706942,0.11559825918402,5.89618522156267
"Euc. Summary",20.9989998107367,0.404099769230735,11.5267913534913,0.655679682419648,0.11600268198372,7.12084361170489
"Euc. Summary",20.9989998107367,0.404099769230735,11.5267913534913,0.655679682419648,0.11600268198372,7.12084361170489
"Euc. Summary",17.1776815358635,0.279707224112803,13.0946012052439,0.606519287290927,0.114890878173781,5.08650093976446
"Euc. Summary",21.9605827299102,0.270912992724615,11.9698872063703,0.567919789120307,0.117750029752309,8.74875050102599
"Euc. Summary",20.7110773051983,0.321116225691194,11.5742908306161,0.65561413795196,0.117075646518989,6.20001200171173
