"methods","samples.theta1","samples.theta2minus1","samples.theta3","samples.theta2"
"KL Divergence",0.978510346950218,6.16273364077067,0.234686207387146,7.14124398772089
"KL Divergence",0.715534306867749,3.84392850485904,0.257619406475796,4.55946281172679
"KL Divergence",0.984927452410938,3.90223326534038,0.30326305480023,4.88716071775132
"KL Divergence",0.217739959561008,4.62453266487163,0.216178469420114,4.84227262443264
"KL Divergence",0.804633771352375,3.98431225994331,0.238941952213872,4.78894603129569
"KL Divergence",0.774710010126744,5.41861529297393,0.273316507105153,6.19332530310068
"KL Divergence",0.909110124001738,8.4929936928073,0.168120987018172,9.40210381680904
"KL Divergence",0.532084484056436,5.8156310379084,0.125954958775406,6.34771552196484
"KL Divergence",0.722624217040717,3.88790776628923,0.28145890129589,4.61053198332994
"KL Divergence",0.335598601684102,5.56249484320493,0.233374252539624,5.89809344488903
"KL Divergence",0.198683781305626,4.42884304566964,0.168040732374892,4.62752682697527
"KL Divergence",0.0364231333137188,5.40486730421908,0.206534930404674,5.4412904375328
"KL Divergence",0.244796828302304,4.14802960399039,0.168063736955463,4.3928264322927
"KL Divergence",0.13330893973715,9.08589816838303,0.145970534631024,9.21920710812018
"KL Divergence",0.831099498797913,9.13501265650564,0.22482228090052,9.96611215530356
"KL Divergence",0.728740057944435,4.60284605665279,0.231446035985537,5.33158611459723
"KL Divergence",0.814987285547437,4.79701210065935,0.11977151383307,5.61199938620678
"KL Divergence",0.451602533833449,4.67313881914077,0.173303214032369,5.12474135297422
"KL Divergence",0.876538658057178,3.64329332835794,0.247288275606054,4.51983198641512
"KL Divergence",0.0137646329915953,4.85493849377742,0.253689412303395,4.86870312676902
"KL Divergence",0.785144746737625,4.98429689412323,0.224934271397147,5.76944164086085
"KL Divergence",0.701413449066479,5.56536741190436,0.171434655468073,6.26678086097084
"KL Divergence",0.319075211224685,5.68334528920254,0.140153116714683,6.00242050042723
"KL Divergence",0.466259907035939,3.84269465162646,0.116367410528116,4.3089545586624
"KL Divergence",0.781765804491528,3.92330306988171,0.243364213402099,4.70506887437324
"KL Divergence",0.7292134298098,1.81818570907081,0.112036232699304,2.54739913888061
"KL Divergence",0.422244325269043,3.95690228574896,0.109462927997863,4.379146611018
"KL Divergence",0.383146912148635,4.16940657951877,0.182361953172161,4.5525534916674
"KL Divergence",0.781249402253948,4.85726565071019,0.181740662021622,5.63851505296413
"KL Divergence",0.731650059786162,1.39302085833884,0.188179027194419,2.124670918125
"KL Divergence",0.790950380054827,7.57896426303995,0.110932823777751,8.36991464309478
"KL Divergence",0.60877273539494,6.82028556553529,0.317723708495652,7.42905830093023
"KL Divergence",0.8919296562102,3.91456002467329,0.144566159024665,4.80648968088349
"KL Divergence",0.0458157535490102,1.31412391695279,0.17189867552844,1.3599396705018
"KL Divergence",0.439114687621058,6.52553723928181,0.19769234185871,6.96465192690286
"KL Divergence",0.393942105308436,3.5702306763167,0.264292931992318,3.96417278162514
"KL Divergence",0.966876174283214,5.18206618253356,0.183482747805341,6.14894235681678
"KL Divergence",0.66181401019405,5.83656779708198,0.251260776253433,6.49838180727603
"KL Divergence",0.945906736243758,9.02320289186745,0.162287140658596,9.96910962811121
"KL Divergence",0.65560845737958,6.35739116596291,0.174333846102437,7.01299962334249
"KL Divergence",0.760504381556614,5.11826829543824,0.167578848272698,5.87877267699485
"KL Divergence",0.115096144696513,8.23913969798206,0.180547799122447,8.35423584267858
"KL Divergence",0.824936326784142,0.903321248761185,0.179261932517301,1.72825757554533
"KL Divergence",0.6776330480825,4.11990837844763,0.306825968937277,4.79754142653013
"KL Divergence",0.762939647419354,2.53202177727683,0.297028008613935,3.29496142469619
"KL Divergence",0.783001949553513,3.93654444422457,0.198497335143059,4.71954639377809
"KL Divergence",0.983654947470442,4.41877365452117,0.150356982744561,5.40242860199162
"KL Divergence",0.699574457576393,6.39575379279453,0.128161963333367,7.09532825037092
"KL Divergence",0.577651717552565,1.27643711038903,0.150671983345474,1.85408882794159
"KL Divergence",0.713533256300102,0.0899568769111028,0.139520232236748,0.803490133211204
"KL Divergence",0.939571910562593,4.7245439818543,0.197557993571672,5.66411589241689
"KL Divergence",0.620495727893047,9.73244973198016,0.312490344259065,10.3529454598732
"KL Divergence",0.388819026637136,0.89010015544732,0.257412779747852,1.27891918208446
"KL Divergence",0.520524382078516,4.64217105348739,0.140213171229836,5.1626954355659
"KL Divergence",0.623119222851321,7.25411149720564,0.138082343084705,7.87723072005696
"KL Divergence",0.301909588747586,3.76451872221897,0.120040765599458,4.06642831096655
"KL Divergence",0.425859002248074,5.66682936932658,0.178114939967792,6.09268837157465
"KL Divergence",0.850596891215676,8.27458154176237,0.31998984996222,9.12517843297804
"KL Divergence",0.48473611589429,7.25141867416769,0.240954147998391,7.73615479006198
"KL Divergence",0.876812544401233,4.05228134140935,0.178151154985617,4.92909388581059
"KL Divergence",0.359291782280848,4.91440553962796,0.241497731808748,5.27369732190881
"KL Divergence",0.23149429086121,3.15428401444606,0.166841911770815,3.38577830530727
"KL Divergence",0.871351506928552,0.591356642055703,0.160415738983841,1.46270814898425
"KL Divergence",0.893981207023398,4.88598981897665,0.244237458452773,5.77997102600005
"KL Divergence",0.742493987370523,5.18484941454542,0.144238852118706,5.92734340191595
"KL Divergence",0.659679350813809,4.89347798828271,0.170916702807282,5.55315733909652
"KL Divergence",0.874615299341735,7.24497904561154,0.186346886118067,8.11959434495327
"KL Divergence",0.0109980845247493,5.22629781547693,0.266530529373062,5.23729590000168
"KL Divergence",0.983269423502491,2.03026866539328,0.212025831832767,3.01353808889577
"KL Divergence",0.227865297903757,3.11120937734916,0.201617058737995,3.33907467525291
"KL Divergence",0.130704303999548,5.70312639323058,0.145315910654904,5.83383069723013
"KL Divergence",0.420601054652087,4.47929494633905,0.204749068391594,4.89989600099114
"KL Divergence",0.317695168054581,4.07322895604003,0.320855766899566,4.39092412409461
"KL Divergence",0.124139812782122,4.55600390798493,0.198290579521377,4.68014372076705
"KL Divergence",0.771817173717958,9.07722927103612,0.124957062570844,9.84904644475407
"KL Divergence",0.250479320240328,1.03388954906214,0.142378648619746,1.28436886930247
"KL Divergence",0.874178787290719,4.33632166916194,0.226957157508152,5.21050045645266
"KL Divergence",0.790036239456094,1.86768513381105,0.272618798599405,2.65772137326715
"KL Divergence",0.752319054556601,8.35200515994647,0.165229052482658,9.10432421450307
"KL Divergence",0.0955127470076721,4.76063676459808,0.256258539209765,4.85614951160575
"KL Divergence",0.388158620421896,0.792428103995027,0.271904040557594,1.18058672441692
"KL Divergence",0.446933535775152,5.91708908033126,0.17809937206869,6.36402261610641
"KL Divergence",0.568506365465021,8.4195250125107,0.215058797969335,8.98803137797572
"KL Divergence",0.768535693382647,5.12353319951385,0.305202147802168,5.8920688928965
"KL Divergence",0.313815212486763,6.00675251825838,0.212789273932617,6.32056773074514
"KL Divergence",0.538888714099545,4.41027306125296,0.298433025964596,4.9491617753525
"KL Divergence",0.810025506577662,5.55424606275512,0.142658744686633,6.36427156933278
"KL Divergence",0.501899668857297,8.23394758875568,0.279185970276346,8.73584725761298
"KL Divergence",1.00305702924671,7.75008078502266,0.134953987651466,8.75313781426937
"KL Divergence",0.644710676180548,7.25455102376149,0.194367369042474,7.89926169994204
"KL Divergence",0.920727736271672,4.6803066933585,0.158673873746108,5.60103442963017
"KL Divergence",0.903252053099246,2.46068022990301,0.187025932683944,3.36393228300226
"KL Divergence",0.583855029527177,0.799039834478761,0.211502453507707,1.38289486400594
"KL Divergence",0.480027473068954,4.31181293223983,0.199204551372905,4.79184040530879
"KL Divergence",0.889553848065683,7.77165930657114,0.297946421187327,8.66121315463682
"KL Divergence",1.00101490113419,7.89718792127323,0.306477020982154,8.89820282240742
"KL Divergence",0.112162505799472,5.97014092342761,0.193419839757208,6.08230342922708
"KL Divergence",0.627083043535747,2.32940324291858,0.230827804441803,2.95648628645433
"KL Divergence",0.446024769842919,5.37383487748296,0.239735001869959,5.81985964732587
"KL Divergence",0.0434546741023775,2.78535199217713,0.132736543685492,2.82880666627951
"KL Divergence",0.239889070697155,5.08286432967036,0.202328794523614,5.32275340036751
"KL Divergence",0.36248836954851,3.28134539691052,0.140123581984304,3.64383376645903
"KL Divergence",0.603478781983209,5.58570728509926,0.328910822221767,6.18918606708246
"KL Divergence",0.148910646798899,9.88703041262949,0.201919071441923,10.0359410594284
"KL Divergence",0.41066664735117,7.19002054065668,0.193957415986478,7.60068718800785
"KL Divergence",0.626300906306721,5.23387556717389,0.240405526494543,5.86017647348061
"KL Divergence",0.107383287728871,4.23368318894799,0.12563076717531,4.34106647667686
"KL Divergence",0.945498856742202,4.0207229781767,0.124557632704035,4.9662218349189
"KL Divergence",0.697416930457738,1.49815977686613,0.22383376249638,2.19557670732387
"KL Divergence",0.742612007165346,6.87632149690483,0.227549581964455,7.61893350407018
"KL Divergence",0.783184237662251,8.81603462641813,0.240678645589175,9.59921886408038
"KL Divergence",0.675081460141891,2.30601864203062,0.206434813418329,2.98110010217251
"KL Divergence",0.874414595604675,6.14871105442553,0.296713898306783,7.02312565003021
"KL Divergence",0.780257814992485,2.20948347976282,0.0694745774814827,2.98974129475531
"KL Divergence",0.766251458381346,0.234774963842259,0.138856439306405,1.00102642222361
"KL Divergence",0.0963789565002584,8.1833985781029,0.129123029747612,8.27977753460315
"KL Divergence",0.977745199413755,0.369811799299185,0.23116071369925,1.34755699871294
"KL Divergence",0.391172721375528,4.78250834037209,0.260700914913563,5.17368106174762
"KL Divergence",0.078002747166398,2.40696786893013,0.100853923605884,2.48497061609653
"KL Divergence",0.788478379477791,4.42904085859014,0.256861339064324,5.21751923806793
"KL Divergence",0.656349714796448,2.34528962565455,0.139130658478956,3.00163934045099
"KL Divergence",0.0956012938413503,4.70599199146738,0.210773753533606,4.80159328530873
"KL Divergence",0.278929072443182,0.71732973373414,0.158873126051034,0.996258806177322
"KL Divergence",0.807226958381377,6.97948828961327,0.178833601711901,7.78671524799465
"KL Divergence",0.880602025158395,6.95093732983045,0.264962377243177,7.83153935498884
"KL Divergence",0.743083645484507,6.36622418361876,0.197893248895229,7.10930782910326
"KL Divergence",0.452759031371568,8.65388517096987,0.178172961322335,9.10664420234144
"KL Divergence",0.488790897007704,0.970011650233741,0.156722317723978,1.45880254724145
"KL Divergence",0.424650031393779,0.638190231989849,0.244083281379759,1.06284026338363
"KL Divergence",0.696330776029091,0.294670028021756,0.168780329426561,0.991000804050846
"KL Divergence",0.461550087362521,4.65303900497935,0.242896541451233,5.11458909234188
"KL Divergence",0.314343609362927,9.29947068532093,0.22721135956267,9.61381429468386
"KL Divergence",0.143183890571733,5.45122873118827,0.220552558029415,5.59441262176001
"KL Divergence",0.409234251503761,6.96191352656758,0.147574273640086,7.37114777807134
"KL Divergence",0.15760484061002,4.88021445005013,0.27600190380073,5.03781929066015
"KL Divergence",0.997563059238839,8.51024082255982,0.300146941771362,9.50780388179866
"KL Divergence",0.932298867626991,0.827678529440401,0.177428506218169,1.75997739706739
"KL Divergence",0.108331433969127,6.20810962138791,0.237921917213203,6.31644105535703
"KL Divergence",0.346873693706875,6.28908594845103,0.271715217978352,6.63595964215791
"KL Divergence",0.0638182132863122,5.70572999218087,0.221055944444656,5.76954820546718
"KL Divergence",0.24270339775359,9.97064983433176,0.181892015476112,10.2133532320854
"KL Divergence",0.626306784715264,4.44547420897396,0.296384011616502,5.07178099368922
"KL Divergence",0.808703745693659,5.3278477852826,0.205767262953107,6.13655153097626
"KL Divergence",0.418918249010092,4.19415113036421,0.169977191290336,4.6130693793743
"KL Divergence",0.513218983903199,8.40923031069823,0.307973851422023,8.92244929460143
"KL Divergence",0.546514077035018,8.04759738794617,0.157627350251525,8.59411146498119
"KL Divergence",0.368983272421059,3.90708726159948,0.156821241264091,4.27607053402054
"KL Divergence",0.294041288736952,4.30243175418673,0.269757606819284,4.59647304292368
"KL Divergence",0.343710478270444,5.04654988090006,0.144030289401729,5.3902603591705
"KL Divergence",0.738944361685944,8.03930799866619,0.302811372963775,8.77825236035213
"KL Divergence",0.636385757957309,6.06872365217807,0.186971917866786,6.70510941013538
"KL Divergence",0.746452607162029,5.83590734131121,0.120433129036205,6.58235994847324
"KL Divergence",0.981960415976368,9.98813216407451,0.167670226071941,10.9700925800509
"KL Divergence",0.866563762681516,1.66714927325499,0.21693540289822,2.53371303593651
"KL Divergence",0.0910295638686989,4.80939765054991,0.171689717243719,4.90042721441861
"KL Divergence",0.503071007376848,5.77634603153889,0.205336692950989,6.27941703891574
"KL Divergence",0.0368632111586322,5.66170747728088,0.239660699203254,5.69857068843951
"KL Divergence",0.863019233637761,9.15053072075689,0.218472693795994,10.0135499543947
"KL Divergence",0.916861032183487,7.9124628633855,0.219220802017322,8.82932389556899
"KL Divergence",0.0679365638517203,5.36371291525122,0.246317554665276,5.43164947910294
"KL Divergence",0.476851892472887,5.006487965937,0.204716967616534,5.48333985840989
"KL Divergence",0.0547322577519192,2.74588224803366,0.217343293680008,2.80061450578558
"KL Divergence",0.197015716451031,6.13254012353303,0.124551550154627,6.32955583998406
"KL Divergence",0.84862182541492,7.83535201146753,0.258702456700263,8.68397383688245
"KL Divergence",0.18796632171525,9.74963678037906,0.221970266634271,9.93760310209431
"KL Divergence",0.406878694389773,1.70443389231552,0.152021603389366,2.11131258670529
"KL Divergence",0.615628336827943,2.70002159371055,0.241379633374935,3.31564993053849
"KL Divergence",0.107795709008117,2.74408830550368,0.220691487483576,2.8518840145118
"KL Divergence",0.888396004274877,7.08543977525594,0.277508178604312,7.97383577953082
"KL Divergence",0.585688191484281,7.88435256976697,0.226421132343715,8.47004076125125
"KL Divergence",0.724291527383736,3.37989269151251,0.216836933620603,4.10418421889624
"KL Divergence",0.199673598832103,6.33589719378789,0.20937970099581,6.53557079261999
"KL Divergence",0.998563510693463,7.80740454819322,0.229891649601422,8.80596805888668
"KL Divergence",0.0881426856134806,5.4690460709902,0.219670193019666,5.55718875660368
"KL Divergence",0.837786401951116,2.57709259956141,0.161418047110416,3.41487900151253
"KL Divergence",0.276247337664602,0.898798368091888,0.260561359992791,1.17504570575649
"KL Divergence",0.916575525825198,6.98897802255445,0.277164867530407,7.90555354837965
"KL Divergence",0.917471320782066,3.22792127435294,0.299150482980537,4.145392595135
"KL Divergence",0.167539705589809,0.975110500954446,0.149988946721338,1.14265020654425
"KL Divergence",0.553808305224043,3.4167506985271,0.142669304312157,3.97055900375115
"KL Divergence",0.937920798185368,4.21285297092322,0.267279820493673,5.15077376910859
"KL Divergence",0.831416021168547,3.59749307687611,0.159443178893097,4.42890909804466
"KL Divergence",0.335227590426323,9.18198365897118,0.223553135322988,9.5172112493975
"KL Divergence",0.642094656001742,4.99486799231788,0.105622517615967,5.63696264831962
"KL Divergence",0.47644368329249,7.41144724875231,0.276676079436659,7.8878909320448
"KL Divergence",0.724804383222757,6.84149721937532,0.139455153821123,7.56630160259808
"KL Divergence",0.875064932766876,3.27585285848393,0.194113938960957,4.15091779125081
"KL Divergence",0.496346926609927,5.56021951286047,0.224136019394021,6.0565664394704
"KL Divergence",0.864107471835479,7.65324463707554,0.289443419482624,8.51735210891102
"KL Divergence",0.663852652295005,4.65416013750028,0.192235357866969,5.31801278979529
"KL Divergence",0.985469476049602,6.95853118826482,0.187265714096416,7.94400066431442
"KL Divergence",0.665488976986012,6.03423655313762,0.236349034378898,6.69972553012363
"KL Divergence",0.784040427967264,7.13215563696047,0.171815475461132,7.91619606492773
"KL Divergence",0.637256680175033,0.800063649236249,0.182858042543386,1.43732032941128
"KL Divergence",0.498214001744298,1.65904574875537,0.27731897753152,2.15725975049967
"KL Divergence",0.415386726594085,4.18177605011282,0.223358613281919,4.59716277670691
"KL Divergence",0.349015672922142,4.98410190876455,0.300565315806612,5.33311758168669
"KL Divergence",0.140446284017791,2.22968166319255,0.205735339822598,2.37012794721034
"KL Divergence",0.852760072992994,3.51545271449629,0.33101130443606,4.36821278748928
"KL Divergence",0.358511937123427,4.19962534133855,0.146035539589946,4.55813727846198
"KL Divergence",0.444443113599794,8.54041914973283,0.203537306447516,8.98486226333263
"KL Divergence",0.0108253959987469,6.59365530045018,0.230099572180681,6.60448069644893
"KL Divergence",0.563729377149064,3.99958397851858,0.19072282358828,4.56331335566764
"KL Divergence",0.0962961930897294,9.68145980169568,0.247028812794428,9.77775599478541
"KL Divergence",0.251462035686631,6.80895183310431,0.180957065699899,7.06041386879094
"KL Divergence",0.147640220201293,5.41056229700387,0.249584798920713,5.55820251720516
"KL Divergence",0.129827000820296,4.86500610621186,0.179887070044025,4.99483310703216
"KL Divergence",0.797859885216966,4.21483276634856,0.192360410282623,5.01269265156553
"KL Divergence",0.943175980235631,2.32152997481646,0.290138630348919,3.26470595505209
"KL Divergence",0.842348778925134,4.24196868889115,0.118280688859069,5.08431746781628
"KL Divergence",0.596295937817728,2.10357199451617,0.191426080224093,2.6998679323339
"KL Divergence",0.566326377134855,4.90266528383374,0.206404564513256,5.46899166096859
"KL Divergence",0.292129931123014,8.2473137249468,0.16446377100831,8.53944365606982
"KL Divergence",0.567651122825071,0.0438621342532803,0.210338917652735,0.611513257078352
"KL Divergence",0.460832417364756,6.58601058674521,0.241161305003329,7.04684300410997
"KL Divergence",0.997424512661549,8.51346372091922,0.285970937321156,9.51088823358077
"KL Divergence",0.58423095766278,2.18529262175258,0.166310468628077,2.76952357941536
"KL Divergence",0.975129472978128,4.5005627910739,0.277239156466125,5.47569226405203
"KL Divergence",0.670816202390963,4.67015452202813,0.287022793533758,5.34097072441909
"KL Divergence",0.84465265281701,9.76946349203913,0.20561176454956,10.6141161448561
"KL Divergence",0.596910913948653,5.49436422733015,0.223599088341662,6.09127514127881
"KL Divergence",0.541922159015316,5.07394477780989,0.198996952167776,5.6158669368252
"KL Divergence",0.331605002280761,2.61528353042088,0.259843683938418,2.94688853270165
"KL Divergence",0.19053952536929,7.95295313485037,0.241023624757369,8.14349266021966
"KL Divergence",0.974791124562447,2.6252751080831,0.0900734120194321,3.60006623264555
"KL Divergence",0.850635311403916,8.11622870588472,0.286617600215113,8.96686401728864
"KL Divergence",0.355738649528948,3.61716061408744,0.141671421605642,3.97289926361639
"KL Divergence",0.87339886629805,5.01808795920406,0.116350364924907,5.89148682550211
"KL Divergence",0.0724825458963749,7.08491993618789,0.229521394926756,7.15740248208427
"KL Divergence",0.783405028122132,1.78884965805685,0.163579851647074,2.57225468617898
"KL Divergence",0.633382165123379,5.99234584788708,0.208064245146677,6.62572801301046
"KL Divergence",0.201191821080815,3.24014276507887,0.276409052172141,3.44133458615968
"KL Divergence",0.851622176853367,3.65038234005993,0.13592400582131,4.5020045169133
"KL Divergence",0.716238836885481,5.11178858211903,0.136908727615946,5.82802741900451
"KL Divergence",0.245162831768411,4.00155775692927,0.252772523953952,4.24672058869768
"KL Divergence",0.474128677848714,7.14100187095842,0.0988105596484935,7.61513054880713
"KL Divergence",0.777753782267899,4.41201374950775,0.235314419411692,5.18976753177565
"KL Divergence",1.00239391479067,4.09413707689088,0.13307035905288,5.09653099168155
"KL Divergence",0.99204590755005,4.35614894874024,0.180703521836226,5.34819485629029
"KL Divergence",0.0472606533050283,7.48240946219786,0.202431273958902,7.52967011550289
"KL Divergence",0.950336215356816,3.44775164109012,0.151982171248563,4.39808785644694
"KL Divergence",0.830549898702978,7.28362722929182,0.162902207095998,8.1141771279948
"KL Divergence",0.153838668781842,7.30704894190681,0.215592741769562,7.46088761068865
"KL Divergence",0.710442979190206,1.28516971870459,0.199673838902328,1.99561269789479
"KL Divergence",0.576433984721369,1.16246121308163,0.236561320851626,1.738895197803
"KL Divergence",0.836113670008399,7.53046128338942,0.260661203880561,8.36657495339782
"KL Divergence",0.676812300661737,2.41306779290706,0.199788582677314,3.08988009356879
"KL Divergence",0.888793922444389,3.53536900048126,0.210962497597395,4.42416292292565
"KL Divergence",0.54462006229598,5.7965749490399,0.245224237187147,6.34119501133588
"KL Divergence",0.527941606247302,9.36068651263357,0.159552999522128,9.88862811888088
"KL Divergence",0.415080723468558,5.11735533199517,0.217447816464665,5.53243605546373
"KL Divergence",0.541610246961528,5.59271052194977,0.189583458282734,6.1343207689113
"KL Divergence",0.898014233780328,9.24009783672943,0.217833189999828,10.1381120705098
"KL Divergence",0.708789026447569,4.02626671926786,0.153923998653489,4.73505574571543
"KL Divergence",0.693665200537822,4.77401504663617,0.158178883175832,5.46768024717399
"KL Divergence",0.269641272846541,7.21894747781037,0.256003834097309,7.48858875065691
"KL Divergence",0.973718168435352,7.92932681819689,0.228790645575153,8.90304498663224
"KL Divergence",0.815925708058371,7.83126505374898,0.23660693088347,8.64719076180736
"KL Divergence",0.735328103163469,2.94019521011907,0.136130303793084,3.67552331328254
"KL Divergence",0.819650303854424,4.4599243442225,0.149781204524165,5.27957464807692
"KL Divergence",0.939138498758702,2.90004663314407,0.24548895481014,3.83918513190277
"KL Divergence",0.939205452152709,4.33772759429816,0.129814427016402,5.27693304645087
"KL Divergence",0.277747138695665,0.844971167598836,0.248350518649792,1.1227183062945
"KL Divergence",0.0246021534463771,3.65381884509345,0.218181671103286,3.67842099853982
"KL Divergence",0.874907509211727,1.81401637081714,0.168357899422729,2.68892388002887
"KL Divergence",0.24674422055873,2.65452255537585,0.18557768156335,2.90126677593458
"KL Divergence",0.676024473252177,5.14439762595726,0.203925689413383,5.82042209920944
"KL Divergence",0.995168809037466,5.56355347359025,0.178661291773543,6.55872228262771
"KL Divergence",0.7441787657416,0.898715555637644,0.245712979177763,1.64289432137924
"KL Divergence",0.996314503498781,2.74665213636921,0.11009679776778,3.742966639868
"KL Divergence",0.459385936878438,2.12512564029895,0.211027868330938,2.58451157717738
"KL Divergence",0.359177569285172,5.47937921238249,0.161740567115921,5.83855678166767
"KL Divergence",0.157834252950033,4.5883583128529,0.191962331459923,4.74619256580294
"KL Divergence",0.862256555316236,9.15369108307352,0.233310058082546,10.0159476383898
"KL Divergence",0.618089069010314,5.91657483906589,0.257399035008892,6.5346639080762
"KL Divergence",0.904153383568941,4.35890945369568,0.262910965854336,5.26306283726462
"KL Divergence",0.633880079503594,4.3000595796672,0.138781138615657,4.93393965917079
"KL Divergence",0.621582078470464,6.41455908630328,0.225160787575707,7.03614116477374
"KL Divergence",0.969256972291,3.97206403161432,0.165358914621029,4.94132100390532
"KL Divergence",0.631917375695258,4.17508832924767,0.273660788970683,4.80700570494293
"KL Divergence",0.655911912261798,4.58737113827608,0.310119324129207,5.24328305053787
"KL Divergence",0.109626013371059,5.20419867749648,0.287520503224034,5.31382469086754
"KL Divergence",0.744573213173468,6.8125473945889,0.156596997082797,7.55712060776237
"KL Divergence",0.489814010890549,7.24892950325472,0.221788634759821,7.73874351414527
"KL Divergence",0.816238667037027,2.60707187423441,0.16463591514751,3.42331054127144
"KL Divergence",0.875879946512636,6.40733665698673,0.2941023203051,7.28321660349937
"KL Divergence",0.499308768950607,8.26927748704627,0.159636235667526,8.76858625599688
"KL Divergence",0.90473411449094,7.11704980357313,0.142312240187775,8.02178391806407
"KL Divergence",0.583014135996998,4.5950204551186,0.28210434278286,5.1780345911156
"KL Divergence",0.0302269117872273,8.50453088562813,0.214954662027226,8.53475779741536
"KL Divergence",0.944031552066121,6.03658419354049,0.123869560549045,6.98061574560661
"KL Divergence",0.851455132173213,3.78258788224419,0.188215577100485,4.6340430144174
"KL Divergence",0.534260705989045,6.29587041910652,0.173551960344756,6.83013112509556
"KL Divergence",0.241802551161768,6.70026038749461,0.140177482435332,6.94206293865638
"KL Divergence",0.642773003349846,3.72168671663313,0.155720206432084,4.36445971998297
"KL Divergence",0.857570835900274,8.59062497785617,0.124031692419888,9.44819581375644
"KL Divergence",0.164436967410085,4.82448095667985,0.208734464704715,4.98891792408994
"KL Divergence",0.500147166500367,9.45183333178763,0.174598047355967,9.951980498288
"KL Divergence",0.985366722669107,6.51638281609908,0.202356016429862,7.50174953876819
"KL Divergence",0.396654704923272,5.77514943043946,0.147486081806215,6.17180413536273
"KL Divergence",0.0765537952194342,8.69505103267888,0.180670658111041,8.77160482789832
"KL Divergence",0.407451754831349,0.0461103295936773,0.204836762372267,0.453562084425026
"KL Divergence",0.0379019143920397,8.4107596573652,0.303486984534182,8.44866157175724
"KL Divergence",0.0706463676605066,8.56058927632068,0.196478611979343,8.63123564398118
"KL Divergence",0.445476492710233,5.25640869394958,0.205259387364318,5.70188518665982
"KL Divergence",0.516205793917335,1.97228332780265,0.12473986237085,2.48848912171999
"KL Divergence",0.586874747277597,3.60418514404692,0.131612001857008,4.19105989132451
"KL Divergence",0.30531309017143,6.33366262787911,0.256042874887263,6.63897571805054
"KL Divergence",0.126634359882581,4.24965059020164,0.165220731189671,4.37628495008422
"KL Divergence",0.530860995968021,6.35429883594431,0.186253247046573,6.88515983191233
"KL Divergence",0.931585404278241,4.29955385530975,0.146680438568834,5.23113925958799
"KL Divergence",0.635017174755745,5.77792003795626,0.221564507818433,6.412937212712
"KL Divergence",0.580041579475643,8.29026443606536,0.149996344216673,8.87030601554101
"KL Divergence",0.589307236085008,9.62347110310074,0.175709602713276,10.2127783391857
"KL Divergence",0.553137225338604,5.57380155167244,0.149002004760434,6.12693877701104
"KL Divergence",0.885959979438066,6.37528441899826,0.137815259171351,7.26124439843633
"KL Divergence",0.829030481388504,4.29236964605295,0.143572453119012,5.12140012744146
"KL Divergence",0.856160902985735,3.30179235333136,0.245039322341943,4.1579532563171
"KL Divergence",0.0681113254890882,8.13804335253054,0.157958964836808,8.20615467801963
"KL Divergence",0.918851265936466,2.39045016869613,0.202999394940626,3.3093014346326
"KL Divergence",0.603412813071372,5.15497842528271,0.163257191921903,5.75839123835408
"KL Divergence",0.964361772706045,4.22821585644409,0.101534721798598,5.19257762915014
"KL Divergence",0.433274088569249,5.29063825325398,0.126873779062767,5.72391234182322
"KL Divergence",0.434688811688077,4.62442551792773,0.185653809376093,5.05911432961581
"KL Divergence",0.679797213418539,4.41320350115679,0.144900874997249,5.09300071457533
"KL Divergence",0.502784828163354,8.6500598990164,0.246425632267457,9.15284472717976
"KL Divergence",0.840268347522539,8.86153175941618,0.150040785188511,9.70180010693872
"KL Divergence",0.944568303244838,7.49774924185708,0.152432112083849,8.44231754510192
"KL Divergence",0.448593830636599,1.05510580213944,0.139737441773429,1.50369963277604
"KL Divergence",0.687263960283357,5.9040346196138,0.123254161271902,6.59129857989716
"KL Divergence",0.950880208557567,3.82105561523609,0.2408623436086,4.77193582379365
"KL Divergence",0.807403925008694,7.92114653024959,0.222270085351122,8.72855045525828
"KL Divergence",0.53517727068122,2.69671195902079,0.146420958244717,3.23188922970201
"KL Divergence",0.00711296710339154,9.3641618749652,0.121400579598995,9.37127484206859
"KL Divergence",0.518456280071396,6.68110133254397,0.17618737944976,7.19955761261537
"KL Divergence",0.654864865742757,5.28053727374294,0.240573832862632,5.93540213948569
"KL Divergence",0.335062544040451,2.44744219292596,0.215922479977071,2.78250473696641
"KL Divergence",0.487385657434822,4.98397193222328,0.23720350543695,5.4713575896581
"KL Divergence",0.787146065769263,3.43622408692168,0.296533275683115,4.22337015269094
"KL Divergence",0.366957738520197,8.7946955670675,0.138085272688184,9.1616533055877
"KL Divergence",0.27811472380789,3.60846564223515,0.222243565257587,3.88658036604304
"KL Divergence",1.00113515168729,3.37378900945603,0.157912631760711,4.37492416114332
"KL Divergence",0.594036376122469,6.33322144161263,0.176381386498654,6.92725781773509
"KL Divergence",0.503204350107015,5.12255878712083,0.178658072583649,5.62576313722785
"KL Divergence",0.775877665171906,8.85192327394738,0.268622113366854,9.62780093911928
"KL Divergence",0.335315299693787,1.69914801684777,0.201030324744489,2.03446331654156
"KL Divergence",0.93907207121486,4.88806798051672,0.243245850094246,5.82714005173158
"KL Divergence",0.456924295192696,2.45385544265783,0.190204746164963,2.91077973785052
