"","A","B","g","k"
"96",2.64501288439208,0.585202082605055,4.90541693319304,1.05440271066711
"97",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"98",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"99",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"100",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"101",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"102",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"103",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"104",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"105",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"106",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"107",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"108",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"109",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"110",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"111",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"112",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"113",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"114",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"115",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"116",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"117",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"118",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"119",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"120",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"121",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"122",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"123",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"124",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"125",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"126",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"127",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"128",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"129",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"130",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"131",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"132",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"133",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"134",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"135",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"136",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"137",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"138",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"139",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"140",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"141",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"142",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"143",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"144",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"145",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"146",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"147",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"148",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"149",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"150",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"151",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"152",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"153",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"154",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"155",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"156",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"157",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"158",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"159",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"160",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"161",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"162",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"163",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"164",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"165",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"166",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"167",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"168",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"169",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"170",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"171",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"172",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"173",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"174",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"175",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"176",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"177",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"178",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"179",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"180",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"181",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"182",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"183",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"184",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"185",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"186",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"187",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"188",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"189",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"190",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"191",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"192",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"193",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"194",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"195",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"196",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"197",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"198",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"199",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"200",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"201",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"202",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"203",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"204",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"205",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"206",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"207",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"208",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"209",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"210",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"211",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"212",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"213",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"214",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"215",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"216",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"217",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"218",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"219",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"220",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"221",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"222",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"223",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"224",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"225",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"226",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"227",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"228",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"229",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"230",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"231",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"232",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"233",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"234",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"235",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"236",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"237",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"238",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"239",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"240",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"241",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"242",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"243",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"244",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"245",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"246",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"247",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"248",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"249",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"250",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"251",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"252",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"253",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"254",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"255",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"256",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"257",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"258",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"259",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"260",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"261",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"262",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"263",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"264",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"265",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"266",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"267",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"268",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"269",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"270",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"271",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"272",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"273",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"274",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"275",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"276",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"277",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"278",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"279",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"280",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"281",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"282",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"283",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"284",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"285",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"286",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"287",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"288",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"289",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"290",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"291",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"292",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"293",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"294",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"295",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"296",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"297",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"298",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"299",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"300",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"301",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"302",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"303",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"304",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"305",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"306",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"307",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"308",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"309",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"310",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"311",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"312",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"313",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"314",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"315",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"316",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"317",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"318",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"319",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"320",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"321",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"322",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"323",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"324",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"325",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"326",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"327",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"328",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"329",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"330",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"331",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"332",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"333",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"334",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"335",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"336",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"337",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"338",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"339",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"340",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"341",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"342",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"343",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"344",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"345",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"346",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"347",2.78141400467828,0.878016239007882,4.59391697094367,0.798895924210732
"348",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"349",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"350",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"351",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"352",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"353",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"354",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"355",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"356",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"357",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"358",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"359",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"360",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"361",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"362",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"363",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"364",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"365",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"366",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"367",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"368",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"369",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"370",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"371",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"372",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"373",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"374",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"375",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"376",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"377",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"378",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"379",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"380",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"381",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"382",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"383",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"384",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"385",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"386",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"387",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"388",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"389",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"390",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"391",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"392",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"393",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"394",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"395",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"396",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"397",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"398",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"399",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
"400",2.75438466450834,0.934747903206922,3.70810586602436,0.548603376438327
