"ichain","iteration","X.1","X.2","X.3","X.4"
1,50001,2.95456120007884,0.90959438010393,1.91668218021677,0.511107739411622
1,50011,2.88673033741369,0.958418608062918,2.12909411522052,0.438336385502138
1,50021,2.86150286213379,1.05386745930537,2.36135392676576,0.44586582801892
1,50031,2.8444146396625,0.99335747987216,2.33475065382415,0.553869948305306
1,50041,2.95719249476932,1.0383631426079,2.4629279134324,0.61440301240123
1,50051,3.01494215518886,1.10380214854045,2.10102769422471,0.483682980661508
1,50061,2.89009017176202,0.870330434034309,2.02825730391311,0.603374289407385
1,50071,2.90774725821429,0.821139863520159,1.93626284229378,0.593075752488946
1,50081,2.99202848433533,1.04702695318615,2.13725111703954,0.470111130304687
1,50091,2.83247043812501,0.806917972216467,2.332819412605,0.613468660041938
1,50101,2.9346926825958,1.02624914255672,2.14762649295126,0.507165496337642
1,50111,2.86446335266583,0.857535126781655,2.20367709350396,0.656871700761363
1,50121,2.90664304446498,0.963717959753513,2.1667117367239,0.587119170586996
1,50131,2.85652664191932,0.94762240367353,2.35498824014758,0.606853486808613
1,50141,2.93874742176886,0.957612247301472,2.2602592041041,0.527430658119366
1,50151,2.9140139977701,0.879313358313658,2.26689512942659,0.579720307678804
1,50161,2.95523053970889,1.04430379254785,2.18257891985938,0.456608596329156
1,50171,2.92983314820981,1.15655844955441,2.10079722024042,0.383999975740125
1,50181,2.8926603691536,0.901519267779385,1.97051010064793,0.577606465166928
1,50191,2.88176753895638,0.861402059895132,2.0000228892677,0.53578027591781
1,50201,2.92296090144197,0.932905262782806,2.02393126316335,0.443944274491592
1,50211,2.93559916474707,0.88524147657995,1.80637161995649,0.493265954011769
1,50221,2.97161780381128,0.944799503549373,1.93451536777592,0.51124397033765
1,50231,2.95749129745861,0.993429830912716,1.78562848593372,0.483231812895906
1,50241,2.89613554400764,0.913114531171724,1.86720248902109,0.539686725094182
1,50251,3.01809402870955,1.0392328734381,1.82124210260861,0.444873358615365
1,50261,3.0016672960062,0.944878134890605,1.76570416598454,0.520863552913662
1,50271,3.03355921313716,0.995993425079641,1.81780019620899,0.540093903167883
1,50281,3.14982776738824,1.18200398559238,1.66918585042051,0.388081705939165
1,50291,3.11190372905119,1.11349649616989,1.54535958092143,0.385256866908563
1,50301,3.11079740962644,1.26050113742806,1.90837439619477,0.374114521078315
1,50311,3.05303285146462,1.14083563344876,1.78763930294262,0.36184187327468
1,50321,2.97287823760256,0.983078799771647,2.08128954716537,0.53439324072323
1,50331,2.9749232569286,1.03986515711328,2.15432956670859,0.447944581880006
1,50341,2.92018573446119,0.87279373983908,1.874160034814,0.511796229872384
1,50351,2.92783146999321,0.957478930639807,2.05694698709801,0.506457551114643
1,50361,2.81138151831419,0.745617970273354,2.21407861478666,0.651262969189695
1,50371,2.90786700007561,0.89249642192562,2.28380705240216,0.562237675257694
1,50381,2.97705451461297,1.05211498021425,2.09405712164054,0.423030486002058
1,50391,2.86108732730436,0.769473127845572,1.99098223372449,0.632365507961979
1,50401,2.87955053079972,0.859481716794104,2.03993043413022,0.562926498346002
1,50411,2.91405957654468,0.89156012010291,1.91305473197317,0.561601089249331
1,50421,2.92741208096677,0.93171982366138,1.9474387071459,0.537129983602956
1,50431,2.87342236458233,0.831129946195855,1.79143825997247,0.551912133778819
1,50441,2.85300330708091,0.727156071030502,1.77857641113419,0.601407239398923
1,50451,2.92460216374599,1.01743297524015,2.32775860746046,0.555299351457894
1,50461,2.97004172686742,0.96949062425585,2.08035491678277,0.544236849918966
1,50471,2.95717183054132,0.995102974121696,1.86430995180578,0.447441156725657
1,50481,2.91488944942823,0.982101856583183,1.87977895953889,0.459591216870189
1,50491,2.9230771600674,0.896860107810761,1.90889092551428,0.560761927330888
1,50501,2.98001988617507,1.05017340424077,1.98728689501155,0.465718515739029
1,50511,2.9403952272052,0.864404382944831,1.83005548512592,0.574042715216556
1,50521,3.00064056733473,1.00078304353471,1.81818286097125,0.490100847912334
1,50531,2.95013156647084,0.991782128557714,1.85606097980615,0.486358638680058
1,50541,2.861919376824,0.889681914983565,2.28527480232365,0.686834990646072
1,50551,2.85311191465071,0.849101654954307,1.91789563547028,0.601760425173962
