"methods","samples.a","samples.b","samples.g","samples.k","samples"
"epsilon = 0.1  uniform",2.23225056193769,1.06990577187389,2.56908688694239,1.08212404185906,2.23225056193769
"epsilon = 0.1  uniform",3.19358702981845,1.04657884920016,6.76943375030532,0.408064555376768,3.19358702981845
"epsilon = 0.1  uniform",3.00617315340787,0.433205883018672,2.31175078544766,0.985793070867658,3.00617315340787
"epsilon = 0.1  uniform",3.3943952084519,1.7067368933931,2.45695763733238,0.562271410599351,3.3943952084519
"epsilon = 0.1  uniform",2.37773322733119,0.677089290693402,9.23377270111814,0.532977234106511,2.37773322733119
"epsilon = 0.1  uniform",2.7043327013962,0.745707610622048,1.18689541006461,0.791193598415703,2.7043327013962
"epsilon = 0.1  uniform",2.59557350771502,1.53690408682451,2.60990008711815,0.850205458700657,2.59557350771502
"epsilon = 0.1  uniform",3.38275172980502,0.625121945049614,4.20893432572484,1.97301397798583,3.38275172980502
"epsilon = 0.1  uniform",2.70723658148199,1.41879193950444,0.346498542930931,0.742072381544858,2.70723658148199
"epsilon = 0.1  uniform",3.28991083428264,1.30890981527045,8.63822665764019,0.950615191832185,3.28991083428264
"epsilon = 0.1  uniform",3.8102300115861,1.17067552637309,3.41870822245255,1.04518799809739,3.8102300115861
"epsilon = 0.1  uniform",2.91122147813439,0.0747007317841053,1.29618730861694,1.82704674545676,2.91122147813439
"epsilon = 0.1  uniform",3.50467959651724,0.736564088147134,1.43771541072056,0.648675246629864,3.50467959651724
"epsilon = 0.1  uniform",2.76440314482898,0.120145645923913,2.6046235486865,0.761481686495245,2.76440314482898
"epsilon = 0.1  uniform",3.21133219171315,0.968553943093866,1.12377339974046,0.764453939627856,3.21133219171315
"epsilon = 0.1  uniform",2.21073030494153,0.280026062391698,2.168325453531,1.11076443223283,2.21073030494153
"epsilon = 0.1  uniform",2.61274320073426,1.85264825588092,3.05156156420708,0.439822648186237,2.61274320073426
"epsilon = 0.1  uniform",3.37173238396645,0.355470313224941,0.457535239402205,1.07499534497038,3.37173238396645
"epsilon = 0.1  uniform",2.78872923459858,0.360109652392566,6.35309224482626,1.08348053880036,2.78872923459858
"epsilon = 0.1  uniform",2.60988584486768,0.858612691517919,0.991093958728015,0.643399788532406,2.60988584486768
"epsilon = 0.1  uniform",3.492683514487,1.16574810817838,1.81885754223913,1.06107710162178,3.492683514487
"epsilon = 0.1  uniform",3.50208331365138,2.36448955023661,4.57524700788781,0.598858678713441,3.50208331365138
"epsilon = 0.1  uniform",2.55609759129584,0.410035301465541,7.18589670956135,0.160951134748757,2.55609759129584
"epsilon = 0.1  uniform",3.77664847997949,1.51471151970327,3.95500697894022,0.870608678087592,3.77664847997949
"epsilon = 0.1  uniform",2.89406908210367,0.380528378300369,2.01050014700741,1.60201793303713,2.89406908210367
"epsilon = 0.1  uniform",3.60413698013872,0.411895881406963,0.630638625007123,0.307951923459768,3.60413698013872
"epsilon = 0.1  uniform",2.33989832224324,0.357477103825659,1.35891671758145,1.84010843047872,2.33989832224324
"epsilon = 0.1  uniform",3.2525453181006,0.368419173173606,9.65287577360868,0.74513504980132,3.2525453181006
"epsilon = 0.1  uniform",2.25566129200161,1.22441768180579,4.3771127727814,0.280809618998319,2.25566129200161
"epsilon = 0.1  uniform",3.09938557446003,0.912818138021976,2.95594055671245,0.342151403892785,3.09938557446003
"epsilon = 0.1  uniform",2.54599729087204,1.17169594857842,5.32130265375599,0.56990034179762,2.54599729087204
"epsilon = 0.1  uniform",2.66810528701171,1.67823837371543,6.88595527550206,0.528599775861949,2.66810528701171
"epsilon = 0.1  uniform",2.99266200279817,0.628897987771779,3.65519404411316,2.56888856180012,2.99266200279817
"epsilon = 0.1  uniform",3.05596731603146,0.18511590315029,3.00697601167485,1.88880990957841,3.05596731603146
"epsilon = 0.1  uniform",2.14073337614536,0.996824901085347,1.80125006940216,0.373740924987942,2.14073337614536
"epsilon = 0.1  uniform",2.73821045877412,0.409128114115447,6.38448767364025,1.26138174440712,2.73821045877412
"epsilon = 0.1  uniform",3.30664998386055,0.552296449895948,1.70444673858583,0.383913309779018,3.30664998386055
"epsilon = 0.1  uniform",2.90242304792628,0.288483763579279,0.670087586622685,0.712953887414187,2.90242304792628
"epsilon = 0.1  uniform",3.33547214977443,0.538847011048347,0.0272785010747612,0.646262711379677,3.33547214977443
"epsilon = 0.1  uniform",2.66031415667385,1.23089999658987,7.21214759163558,1.12300821812823,2.66031415667385
"epsilon = 0.1  uniform",3.44432738143951,0.807259688153863,1.92444905173033,1.01093020988628,3.44432738143951
"epsilon = 0.1  uniform",2.83404131652787,1.25472404528409,3.82962222443894,0.942786042578518,2.83404131652787
"epsilon = 0.1  uniform",3.96219301968813,1.27741940785199,0.726975346915424,0.0244524655863643,3.96219301968813
"epsilon = 0.1  uniform",2.35871960641816,0.965216839686036,5.16508318018168,1.19692701147869,2.35871960641816
"epsilon = 0.1  uniform",2.55248634843156,0.834755923133343,8.34106928901747,0.123064094223082,2.55248634843156
"epsilon = 0.1  uniform",3.4481155523099,1.35825632605702,9.01250422233716,1.03594174608588,3.4481155523099
"epsilon = 0.1  uniform",2.92680634418502,1.29558759275824,1.78345228545368,0.357507748994976,2.92680634418502
"epsilon = 0.1  uniform",3.36117476690561,1.42919872887433,8.16995727363974,0.0686589442193508,3.36117476690561
"epsilon = 0.1  uniform",3.01360785961151,1.04625396896154,5.42046992573887,0.790505926124752,3.01360785961151
"epsilon = 0.1  uniform",3.72397392522544,2.55465642316267,2.84938633441925,0.336582958698273,3.72397392522544
"epsilon = 0.1  uniform",2.94434967683628,0.76280728681013,0.743021946400404,0.151187912560999,2.94434967683628
"epsilon = 0.1  uniform",2.28841411648318,0.898798026610166,9.28007498616353,0.942795944865793,2.28841411648318
"epsilon = 0.1  uniform",2.64255928806961,1.2602829397656,8.89217783696949,0.600213310681283,2.64255928806961
"epsilon = 0.1  uniform",2.5863649090752,0.791355250403285,6.78146362304688,0.102486442774534,2.5863649090752
"epsilon = 0.1  uniform",3.69401453062892,1.04807745199651,0.159327532164752,0.630451568868011,3.69401453062892
"epsilon = 0.1  uniform",2.67175224609673,2.17710243072361,8.63333927001804,0.247557880356908,2.67175224609673
"epsilon = 0.1  uniform",2.73907718714327,0.735572499688715,1.07597372494638,0.71687133051455,2.73907718714327
"epsilon = 0.1  uniform",2.53724542679265,1.15948749007657,5.01950940582901,1.49311859626323,2.53724542679265
"epsilon = 0.1  uniform",3.49208936560899,0.469640893861651,1.90006538527086,1.80425956146792,3.49208936560899
"epsilon = 0.1  uniform",3.18376971874386,1.0329693229869,0.969543750397861,0.942773164715618,3.18376971874386
"epsilon = 0.1  uniform",2.82454900443554,2.56832115119323,3.26210993342102,0.0443990528583527,2.82454900443554
"epsilon = 0.1  uniform",2.32547283405438,0.398128600791097,9.59788050269708,2.07885255571455,2.32547283405438
"epsilon = 0.1  uniform",3.52269096532837,1.1862078611739,5.0325111602433,1.49508237140253,3.52269096532837
"epsilon = 0.1  uniform",3.16547831753269,1.28422655630857,0.810346403159201,1.46779297152534,3.16547831753269
"epsilon = 0.1  uniform",3.31928103463724,2.09990958683193,4.36856691958383,0.848008350003511,3.31928103463724
"epsilon = 0.1  uniform",2.76692615356296,0.228984309360385,2.34007008839399,0.932891336269677,2.76692615356296
"epsilon = 0.1  uniform",3.14665050012991,0.24716765852645,3.0797149753198,0.209230913314968,3.14665050012991
"epsilon = 0.1  uniform",3.06762243621051,1.35486681945622,9.78485318832099,0.671387352049351,3.06762243621051
"epsilon = 0.1  uniform",3.15206185216084,0.525314307305962,0.0285083171911538,0.528401890769601,3.15206185216084
"epsilon = 0.1  uniform",2.89719776716083,2.33734077308327,3.74333705985919,1.32826333399862,2.89719776716083
"epsilon = 0.1  uniform",2.8379280003719,1.53560907114297,4.5495925238356,1.0418520658277,2.8379280003719
"epsilon = 0.1  uniform",3.34095005644485,3.1574141443707,3.52906683925539,0.218331485521048,3.34095005644485
"epsilon = 0.1  uniform",2.79006861383095,1.54694485012442,2.76750242337584,0.0751094240695238,2.79006861383095
"epsilon = 0.1  uniform",2.56176227703691,1.07425242196769,0.879120926838368,0.920249533373863,2.56176227703691
"epsilon = 0.1  uniform",3.71551243588328,0.379108770284802,1.47673243656754,0.558596316259354,3.71551243588328
"epsilon = 0.1  uniform",3.420998044312,0.494858510792255,4.44248324260116,0.551194366998971,3.420998044312
"epsilon = 0.1  uniform",2.75275588966906,1.74557803664356,3.34301448659971,0.393551902379841,2.75275588966906
"epsilon = 0.1  uniform",2.90378963109106,0.649479818530381,2.0615143305622,1.34501792490482,2.90378963109106
"epsilon = 0.1  uniform",3.43488343991339,0.378808474633843,3.20029308088124,0.866322193760425,3.43488343991339
"epsilon = 0.1  uniform",3.90286057023332,1.71626863768324,1.61009213188663,0.314870295114815,3.90286057023332
"epsilon = 0.1  uniform",3.04283829405904,0.283625477459282,1.27621942898259,0.330555408727378,3.04283829405904
"epsilon = 0.1  uniform",2.95829833485186,1.16283260285854,6.34817644953728,1.73713263589889,2.95829833485186
"epsilon = 0.1  uniform",2.97382597578689,1.37113734614104,5.36502696806565,0.161033845506608,2.97382597578689
"epsilon = 0.1  uniform",3.35385455517098,0.225176701787859,9.65214629657567,1.35822590440512,3.35385455517098
"epsilon = 0.1  uniform",3.39404114987701,0.241633881814778,0.677514486014843,0.132614695467055,3.39404114987701
"epsilon = 0.1  uniform",3.52703866781667,0.987449737731367,9.06777712749317,0.933239350561053,3.52703866781667
"epsilon = 0.1  uniform",3.03749291459098,1.06403342913836,3.37299946928397,1.28286583581939,3.03749291459098
"epsilon = 0.1  uniform",2.88822811096907,2.21981540322304,6.89371529500932,0.0925830053165555,2.88822811096907
"epsilon = 0.1  uniform",2.77510158717632,1.05552148772404,9.63548197411001,0.258692514616996,2.77510158717632
"epsilon = 0.1  uniform",2.86485711112618,1.50006003910676,5.2563934517093,1.27680586185306,2.86485711112618
"epsilon = 0.1  uniform",3.33207331132144,0.833247799891979,0.678922182414681,1.17657066788524,3.33207331132144
"epsilon = 0.1  uniform",2.72667086450383,0.905818550381809,3.50898262811825,0.276840643491596,2.72667086450383
"epsilon = 0.1  uniform",3.12151145190001,2.15908392798156,2.22375146811828,0.0351753504946828,3.12151145190001
"epsilon = 0.1  uniform",2.92007547570392,1.63174098357558,1.22051791520789,0.0833690329454839,2.92007547570392
"epsilon = 0.1  uniform",3.39067367138341,1.44829099765047,5.05917208036408,0.274033530149609,3.39067367138341
"epsilon = 0.1  uniform",3.31887739012018,1.23103709658608,4.16191115276888,1.54256185982376,3.31887739012018
"epsilon = 0.1  uniform",2.86759397247806,0.239676702767611,0.16887477831915,0.285576300229877,2.86759397247806
"epsilon = 0.1  uniform",3.5503304656595,1.6228578099981,1.95318130310625,0.794596143532544,3.5503304656595
"epsilon = 0.1  uniform",3.10310237342492,2.65172835905105,5.6558479857631,0.907736560329795,3.10310237342492
"epsilon = 0.1  uniform",2.73324512178078,1.36844563297927,8.05218902649358,0.135703599080443,2.73324512178078
"epsilon = 0.1  uniform",3.66931134834886,2.16565625974908,3.4381994465366,0.117487458046526,3.66931134834886
"epsilon = 0.1  uniform",3.2655801391229,0.910716087091714,4.52535341959447,0.06275599822402,3.2655801391229
"epsilon = 0.1  uniform",2.73651731433347,2.1139182918705,8.54043298400939,0.0489157973788679,2.73651731433347
"epsilon = 0.1  uniform",2.9883011081256,0.626929667778313,6.8437063228339,0.014412144664675,2.9883011081256
"epsilon = 0.1  uniform",2.74411639198661,1.01303794188425,2.00294613139704,1.2467809417285,2.74411639198661
"epsilon = 0.1  uniform",2.77849075384438,1.24102993635461,0.558412780519575,0.283198521938175,2.77849075384438
"epsilon = 0.1  uniform",3.59370672376826,0.331780731212348,3.62679411657155,1.03305532597005,3.59370672376826
"epsilon = 0.1  uniform",3.12672774074599,0.389185582753271,2.11406060028821,0.416859071701765,3.12672774074599
"epsilon = 0.1  uniform",2.85134273115546,0.477596370037645,5.04482936114073,0.578460935503244,2.85134273115546
"epsilon = 0.1  uniform",3.12375269830227,1.92108239047229,9.53593254555017,0.00710735796019435,3.12375269830227
"epsilon = 0.1  uniform",2.40814064163715,0.309070651419461,2.42594572948292,2.10981583921239,2.40814064163715
"epsilon = 0.1  uniform",3.08141530724242,1.60838949494064,9.21412353403866,1.19401102419943,3.08141530724242
"epsilon = 0.1  uniform",3.11367738293484,1.04300661245361,9.85024467576295,0.337682657409459,3.11367738293484
"epsilon = 0.1  uniform",2.43974839104339,0.154994260519743,2.08136734552681,0.448123279493302,2.43974839104339
"epsilon = 0.1  uniform",2.6664456515573,0.286374788265675,9.142832076177,1.83345819357783,2.6664456515573
"epsilon = 0.1  uniform",2.72425496252254,0.534437510650605,3.11447366839275,0.521039390005171,2.72425496252254
"epsilon = 0.1  uniform",3.65975751541555,0.740935548674315,1.80874058278278,0.122313778847456,3.65975751541555
"epsilon = 0.1  uniform",2.58165036095306,1.09748194459826,2.8183899470605,0.770144064445049,2.58165036095306
"epsilon = 0.1  uniform",2.78037841431797,1.57408367609605,7.0703461416997,0.430024301167578,2.78037841431797
"epsilon = 0.1  uniform",2.41974418284371,0.821764450520277,5.58980603236705,1.11623279051855,2.41974418284371
"epsilon = 0.1  uniform",2.94811705360189,1.68712955666706,2.08445063559338,0.706076186615974,2.94811705360189
"epsilon = 0.1  uniform",2.81123526394367,0.162359280511737,3.16450293874368,1.34423043113202,2.81123526394367
"epsilon = 0.1  uniform",2.43087172973901,0.0548676820471883,1.43565801670775,0.145636205561459,2.43087172973901
"epsilon = 0.1  uniform",3.24882452376187,2.29007417103276,4.75276041310281,1.22584168566391,3.24882452376187
"epsilon = 0.1  uniform",2.86825148388743,1.01400251267478,6.44765875767916,0.986017913091928,2.86825148388743
"epsilon = 0.1  uniform",2.55847143242136,0.410582481417805,2.24199235439301,0.0198342511430383,2.55847143242136
"epsilon = 0.1  uniform",3.0432202690281,1.84924112865701,9.8140959138982,1.106216465123,3.0432202690281
"epsilon = 0.1  uniform",3.07879456551746,1.11825590953231,3.68650214048102,0.476157958619297,3.07879456551746
"epsilon = 0.1  uniform",3.13927466282621,1.43479430116713,5.69467818830162,0.0257935235276818,3.13927466282621
"epsilon = 0.1  uniform",3.52477241307497,0.112864242400974,1.16333032026887,0.313869391102344,3.52477241307497
"epsilon = 0.1  uniform",3.26148395193741,0.859723642934114,0.220106090418994,0.719286676030606,3.26148395193741
"epsilon = 0.1  uniform",3.25192755786702,1.86979374848306,7.19343112315983,0.950502268970013,3.25192755786702
"epsilon = 0.1  uniform",3.38106636889279,1.01070086704567,6.43909115111455,0.372656232211739,3.38106636889279
"epsilon = 0.1  uniform",2.49354217201471,0.543751029763371,9.2717452486977,2.42956925416365,2.49354217201471
"epsilon = 0.1  uniform",2.86977304378524,0.633692273404449,8.15455385250971,0.151768715586513,2.86977304378524
"epsilon = 0.1  uniform",3.21755066048354,2.21360827796161,9.99719448620453,0.0591103662736714,3.21755066048354
"epsilon = 0.1  uniform",3.59565515071154,1.04008931899443,0.6145567051135,0.387678137049079,3.59565515071154
"epsilon = 0.1  uniform",3.15795300761238,0.499222923535854,7.63756743865088,0.270659092348069,3.15795300761238
"epsilon = 0.1  uniform",2.31031440198421,1.64487927453592,8.72642773669213,0.53408382460475,2.31031440198421
"epsilon = 0.1  uniform",2.4656396615319,0.541311455890536,2.27685004239902,1.44179712515324,2.4656396615319
"epsilon = 0.1  uniform",2.71817585453391,1.52003257069737,5.49496154533699,0.137047134339809,2.71817585453391
"epsilon = 0.1  uniform",2.66773679526523,0.556479897350073,2.65075339702889,1.47610222222283,2.66773679526523
"epsilon = 0.1  uniform",2.88560601649806,0.666045795660466,1.09457764774561,0.0523567828349769,2.88560601649806
"epsilon = 0.1  uniform",3.39807928539813,0.372273633256555,9.78574797511101,1.16955884965137,3.39807928539813
"epsilon = 0.1  uniform",2.17337888199836,0.413034663069993,1.25680632423609,0.525448857806623,2.17337888199836
"epsilon = 0.1  uniform",3.14758729655296,2.46973620261997,3.43094403855503,0.170062582474202,3.14758729655296
"epsilon = 0.1  uniform",2.23905288614333,0.696089905686677,2.29774815961719,1.83306444901973,2.23905288614333
"epsilon = 0.1  uniform",2.57779677631333,0.390967351850122,3.33074423717335,1.00588859058917,2.57779677631333
"epsilon = 0.1  uniform",3.28120999969542,2.21172119490802,4.04935812344775,0.287461527623236,3.28120999969542
"epsilon = 0.1  uniform",2.59194166632369,1.5971260308288,1.73277556197718,0.693507278338075,2.59194166632369
"epsilon = 0.1  uniform",2.95544957509264,0.576949494425207,2.84553678939119,0.97429548855871,2.95544957509264
"epsilon = 0.1  uniform",3.33893196890131,0.628638034686446,2.27235018275678,0.151258688420057,3.33893196890131
"epsilon = 0.1  uniform",2.62643114896491,0.446679315064102,4.29289638064802,1.36763197835535,2.62643114896491
"epsilon = 0.1  uniform",2.81154280761257,1.58363067079335,2.24444914143533,0.766260153613985,2.81154280761257
"epsilon = 0.1  uniform",2.72187616443262,0.0235956767573953,2.32132865116,0.0753914122469723,2.72187616443262
"epsilon = 0.1  uniform",2.92903779773042,0.716421753168106,0.836369644384831,0.173368202522397,2.92903779773042
"epsilon = 0.1  uniform",3.77730141859502,1.02681094780564,1.12725347047672,0.826277548912913,3.77730141859502
"epsilon = 0.1  uniform",3.09525963384658,1.02189559256658,4.60920297075063,0.225780282635242,3.09525963384658
"epsilon = 0.1  uniform",3.34831955377012,1.1059172754176,3.67535530589521,0.198687729425728,3.34831955377012
"epsilon = 0.1  uniform",3.18592351861298,1.70131326420233,1.93041066406295,1.05986590962857,3.18592351861298
"epsilon = 0.1  uniform",3.35085562197492,1.25908941496164,3.00102971727028,1.91058899043128,3.35085562197492
"epsilon = 0.1  uniform",2.74184985784814,0.926482253707945,2.07256872905418,1.89165322808549,2.74184985784814
"epsilon = 0.1  uniform",3.75796663342044,0.855799333658069,1.57607186585665,1.42217562533915,3.75796663342044
"epsilon = 0.1  uniform",3.02375071449205,0.816090349107981,6.58880666829646,0.439059138298035,3.02375071449205
"epsilon = 0.1  uniform",2.70545101491734,1.66342478711158,1.48128609405831,0.564340064302087,2.70545101491734
"epsilon = 0.1  uniform",2.56468488136306,0.410972514655441,3.03295222111046,0.720383862499148,2.56468488136306
"epsilon = 0.1  uniform",2.99722168594599,0.342387333512306,2.40380457835272,0.794540524948388,2.99722168594599
"epsilon = 0.1  uniform",2.18040087958798,0.903124515898526,2.31265078764409,0.729430282954127,2.18040087958798
"epsilon = 0.1  uniform",3.20481105474755,1.5535141620785,5.36779845599085,0.127766081131995,3.20481105474755
"epsilon = 0.1  uniform",3.44867675565183,2.73869671393186,5.10260941460729,0.368237930815667,3.44867675565183
"epsilon = 0.1  uniform",3.08354556094855,1.11003101570532,1.26023997552693,0.192369704600424,3.08354556094855
"epsilon = 0.1  uniform",2.52634229371324,0.730872554704547,7.19040169147775,1.21401600772515,2.52634229371324
"epsilon = 0.1  uniform",2.37369907321408,0.187175532337278,0.92989698285237,1.16183085367084,2.37369907321408
"epsilon = 0.1  uniform",2.92830567108467,1.15835723467171,9.99527677195147,0.568376637529582,2.92830567108467
"epsilon = 0.1  uniform",3.27282586833462,0.594354926142842,7.7263982500881,1.04156909510493,3.27282586833462
"epsilon = 0.1  uniform",3.34181068465114,1.60691695520654,7.92705210857093,0.548618673346937,3.34181068465114
"epsilon = 0.1  uniform",2.24193244008347,1.21516067534685,2.06183682894334,0.856756663415581,2.24193244008347
"epsilon = 0.1  uniform",3.90471666352823,1.9052106468007,1.9203189550899,0.350593228358775,3.90471666352823
"epsilon = 0.1  uniform",2.20688553526998,1.24544252641499,9.52048674924299,0.05153464153409,2.20688553526998
"epsilon = 0.1  uniform",3.03294310579076,0.239422398153692,1.19486039737239,0.484216529875994,3.03294310579076
"epsilon = 0.1  uniform",2.98614624422044,2.94162682956085,8.86757689993829,0.831133001483977,2.98614624422044
"epsilon = 0.1  uniform",2.45706162415445,0.695140964817256,4.76714852964506,0.825411498080939,2.45706162415445
"epsilon = 0.1  uniform",3.5633825394325,2.03782193129882,5.29419999802485,0.13497669249773,3.5633825394325
"epsilon = 0.1  uniform",2.6553510944359,1.06313134776428,1.05083884205669,1.03589416481555,2.6553510944359
"epsilon = 0.1  uniform",2.92258423520252,2.71952907321975,4.46245288243517,0.364940580911934,2.92258423520252
"epsilon = 0.1  uniform",3.10314350062981,0.800586524419487,9.71771647455171,0.607360899448395,3.10314350062981
"epsilon = 0.1  uniform",3.26615127502009,1.79535092785954,2.01755045447499,0.757289042230695,3.26615127502009
"epsilon = 0.1  uniform",3.24678929522634,0.68537796381861,4.43789650453255,0.205061703454703,3.24678929522634
"epsilon = 0.1  uniform",3.44897293485701,1.17734278552234,2.33530406141654,0.619241034146398,3.44897293485701
"epsilon = 0.1  uniform",3.05583673529327,0.364093335811049,0.314979362301528,1.32609330117702,3.05583673529327
"epsilon = 0.1  uniform",3.10318286530674,1.60185110755265,3.91869064886123,0.456390245817602,3.10318286530674
"epsilon = 0.1  uniform",2.66565090976655,1.490096997004,9.40727266017348,0.638982551172376,2.66565090976655
"epsilon = 0.1  uniform",3.16388794919476,1.02966019883752,3.36322664748877,1.91725232172757,3.16388794919476
"epsilon = 0.1  uniform",3.29603194957599,2.17254408169538,7.76544230990112,0.065457820892334,3.29603194957599
"epsilon = 0.1  uniform",2.62315292609856,1.24225848354399,7.90461084106937,0.654392277356237,2.62315292609856
"epsilon = 0.1  uniform",2.74658288806677,0.320281735621393,2.22879070788622,1.23720272444189,2.74658288806677
"epsilon = 0.1  uniform",2.30008846148849,0.666359744500369,0.686964667402208,0.749525483697653,2.30008846148849
"epsilon = 0.1  uniform",3.4192721103318,0.137390582822263,1.89386562211439,0.453875085804611,3.4192721103318
"epsilon = 0.1  uniform",2.90998995536938,0.196520928293467,8.90959742944688,1.66706407209858,2.90998995536938
"epsilon = 0.1  uniform",3.67200969951227,1.65121444035321,2.63422971824184,0.946384707931429,3.67200969951227
"epsilon = 0.1  uniform",2.1473276312463,1.09249553875998,3.29886792693287,0.892273811623454,2.1473276312463
"epsilon = 0.1  uniform",2.89099993882701,0.958953646477312,4.24188073491678,0.931240594945848,2.89099993882701
"epsilon = 0.1  uniform",3.34846188314259,1.32416631560773,6.23998608905822,1.73715931130573,3.34846188314259
"epsilon = 0.1  uniform",3.31120813963935,1.97679895441979,3.68916384875774,0.0150842196308076,3.31120813963935
"epsilon = 0.1  uniform",3.26711899833754,0.15491000842303,1.45739325322211,1.02013729745522,3.26711899833754
"epsilon = 0.1  uniform",2.67446410143748,0.872318909969181,3.15057716565207,0.511911048088223,2.67446410143748
"epsilon = 0.1  uniform",2.9389312886633,1.2595406640321,5.63036715611815,0.0712324725463986,2.9389312886633
"epsilon = 0.1  uniform",3.19010843755677,1.54813373461366,3.82507198490202,0.970207925420254,3.19010843755677
"epsilon = 0.1  uniform",2.62802129378542,2.05950046423823,8.32347467774525,0.163630328606814,2.62802129378542
"epsilon = 0.1  uniform",3.5622182697989,1.39951215824112,2.22814496606588,0.660790335386992,3.5622182697989
"epsilon = 0.1  uniform",2.69418787909672,1.72442923532799,3.69812629884109,1.45227770321071,2.69418787909672
"epsilon = 0.1  uniform",2.38590624183416,0.766243408434093,1.41636055428535,0.135600913781673,2.38590624183416
"epsilon = 0.1  uniform",2.29837727732956,0.487982835620642,1.06740996008739,0.0961667578667402,2.29837727732956
"epsilon = 0.1  uniform",2.96307761454955,0.451663937419653,4.13634546566755,0.153041186276823,2.96307761454955
"epsilon = 0.1  uniform",3.53423594962806,0.141692140605301,1.99530648533255,1.81646412005648,3.53423594962806
"epsilon = 0.1  uniform",3.30761935096234,0.539775853976607,2.53793347394094,0.239068465307355,3.30761935096234
"epsilon = 0.1  uniform",2.68544479971752,1.23186091659591,1.9119988498278,0.877625218126923,2.68544479971752
"epsilon = 0.1  uniform",3.32031433470547,1.31219272734597,1.54921324923635,0.193314966745675,3.32031433470547
"epsilon = 0.1  uniform",2.73964263033122,1.25537788961083,6.9304490624927,0.137326139956713,2.73964263033122
"epsilon = 0.1  uniform",2.61082928394899,0.252228376921266,1.70231333235279,0.192876469809562,2.61082928394899
"epsilon = 0.1  uniform",2.95761676039547,0.900462579447776,3.22393003851175,1.36808165116236,2.95761676039547
"epsilon = 0.1  uniform",2.95665176119655,0.831935114692897,2.84845127025619,0.972829849924892,2.95665176119655
"epsilon = 0.1  uniform",3.92742305295542,1.12865647301078,2.2479494009167,0.524417955894023,3.92742305295542
"epsilon = 0.1  uniform",2.81972297234461,1.54563834890723,8.48821697058156,0.634762754198164,2.81972297234461
"epsilon = 0.1  uniform",2.43105032714084,0.0555449794046581,1.72370799817145,1.12866739509627,2.43105032714084
"epsilon = 0.1  uniform",3.37299505015835,0.348438585642725,0.611440341453999,0.657227886840701,3.37299505015835
"epsilon = 0.1  uniform",2.699974256102,1.50336867431179,2.91036174166948,0.304929655976593,2.699974256102
"epsilon = 0.1  uniform",2.41683104075491,1.3032630388625,8.11333996476606,0.65901966067031,2.41683104075491
"epsilon = 0.1  uniform",3.8672681315802,0.691857086494565,1.62061747629195,0.448650715406984,3.8672681315802
"epsilon = 0.1  uniform",3.84469797834754,0.998051518108696,1.90744523424655,0.864895016420633,3.84469797834754
"epsilon = 0.1  uniform",2.58357340935618,0.839448079932481,3.164463408757,1.20195320574567,2.58357340935618
"epsilon = 0.1  uniform",3.60838127322495,2.25492235273123,1.75829965621233,0.658371029421687,3.60838127322495
"epsilon = 0.1  uniform",3.03807370830327,0.540315171238035,3.0274062929675,2.00331803411245,3.03807370830327
"epsilon = 0.1  uniform",3.14397524110973,0.557064630556852,7.7962488331832,0.714582412037998,3.14397524110973
"epsilon = 0.1  uniform",2.84856230951846,0.73330661514774,9.72224250435829,0.946156373247504,2.84856230951846
"epsilon = 0.1  uniform",2.86170284030959,1.42843279289082,7.53739323001355,0.566275741439313,2.86170284030959
"epsilon = 0.1  uniform",2.78969506267458,1.12353690899909,2.98446095781401,1.10609238035977,2.78969506267458
"epsilon = 0.1  uniform",2.75505297584459,0.776100507937372,9.46914996951818,1.29369647242129,2.75505297584459
"epsilon = 0.1  uniform",2.71791371516883,1.32281769998372,4.75515854544938,1.12655566772446,2.71791371516883
"epsilon = 0.1  uniform",2.85736861173064,0.551403886638582,3.00372185884044,1.83559071272612,2.85736861173064
"epsilon = 0.1  uniform",2.88062256760895,1.96978312917054,5.52706514718011,0.840221091639251,2.88062256760895
"epsilon = 0.1  uniform",2.8336939192377,0.918674992863089,3.0182565911673,0.0655733537860215,2.8336939192377
"epsilon = 0.1  uniform",2.76895244140178,0.578878135420382,9.12680215900764,0.996353062801063,2.76895244140178
"epsilon = 0.1  uniform",2.41579971741885,0.858316924422979,5.38996790070087,0.470670107752085,2.41579971741885
"epsilon = 0.1  uniform",2.83986550988629,0.525437365286052,5.89847379829735,0.456317702773958,2.83986550988629
"epsilon = 0.1  uniform",2.53087195567787,1.88487627077848,5.30799290165305,0.136149309109896,2.53087195567787
"epsilon = 0.1  uniform",3.60933267744258,1.37875963002443,1.47174773970619,0.438777697272599,3.60933267744258
"epsilon = 0.1  uniform",3.51648211944848,1.11477090744302,4.97528156032786,0.183125368785113,3.51648211944848
"epsilon = 0.1  uniform",3.22566592600197,1.4849402057007,3.90233570942655,0.199283629190177,3.22566592600197
"epsilon = 0.1  uniform",3.01256499718875,2.24938665051013,7.4929554737173,0.774638266302645,3.01256499718875
"epsilon = 0.1  uniform",2.8787000104785,0.218158082570881,6.8501010700129,0.262715187855065,2.8787000104785
"epsilon = 0.1  uniform",2.87571114953607,0.404243785887957,0.996518745087087,0.903976850677282,2.87571114953607
"epsilon = 0.1  uniform",2.7717231400311,0.122255228925496,1.12109371693805,1.507759753149,2.7717231400311
