"methods","samples.p","samples.mu01","samples.mu02","samples.mu11","samples.mu12"
"Euc. Summary",0.70928269563311,-0.0952673550310253,0.10267344968863,0.367631443192095,0.402525348709952
"Euc. Summary",0.477890191929457,-0.0611757804248635,0.531048680905088,0.442206071340873,0.0173695299026487
"Euc. Summary",0.876024687745108,-0.0732955632398562,0.370694636752578,0.250872498785051,0.392175961976178
"Euc. Summary",0.876024687745108,-0.0732955632398562,0.370694636752578,0.250872498785051,0.392175961976178
"Euc. Summary",0.940569913046364,-0.589521593021984,-0.0201952213957136,0.387121256747673,0.339997198805906
"Euc. Summary",0.55314106971362,0.0196390731138542,0.566270156324156,0.39421987721416,0.265276196720333
"Euc. Summary",0.435204726531809,0.416913562178878,0.133789748139814,0.0786474349874842,0.437857189000961
"Euc. Summary",0.0723395634948067,0.125256775996268,0.47590981082636,0.716012904570732,-0.173716338717307
"Euc. Summary",0.731077269730331,0.782284045370234,0.594716000660383,0.0915455603978973,0.237381540288404
"Euc. Summary",0.668952856522012,-0.429860138071962,0.0805191931389506,0.55282353229317,0.340712201320815
"Euc. Summary",0.00455398723288403,0.282002776012545,0.258842714559447,-0.68151365598321,-0.475664873318035
"Euc. Summary",0.00455398723288403,0.282002776012545,0.258842714559447,-0.68151365598321,-0.475664873318035
"Euc. Summary",0.622760055109769,-0.187685918974293,0.100036919360233,0.538705524924683,0.527086281428947
"Euc. Summary",0.397797410881452,0.219898315723268,0.464055107487463,0.193544179750699,0.277115095527341
"Euc. Summary",0.33997022934754,0.504439443166999,0.856775044536678,-0.340274161038591,-0.793857075639527
"Euc. Summary",0.33997022934754,0.504439443166999,0.856775044536678,-0.340274161038591,-0.793857075639527
"Euc. Summary",0.758794817425245,0.518593095310605,0.856448764805075,0.217812585105285,0.0541936032055875
"Euc. Summary",0.846516910982402,0.257844518053553,0.0378571801953642,0.345711254205835,0.355397139463029
"Euc. Summary",0.428458866757887,0.516959408677832,0.703474318504154,-0.156328380635258,-0.0641851018196681
"Euc. Summary",0.323403145414496,0.19228950381036,0.62785097194265,0.557759765410655,-0.439187108104794
"Euc. Summary",0.460707453155391,-0.135205402273364,0.254128278342903,0.699415032151536,0.45977689470611
"Euc. Summary",0.731431894995589,0.0904354743598918,-0.782259448560765,0.229272864851533,0.789824858036384
"Euc. Summary",0.233519757260905,0.305774997794981,0.274896737739074,0.0658218944541532,0.185233548776792
"Euc. Summary",0.716469425511331,-0.578262611131007,-0.946146783860564,0.423512060459075,0.807953897546775
"Euc. Summary",0.136974540963054,0.178940065671313,0.333581682376554,0.679291716758476,-0.279484798842452
"Euc. Summary",0.136974540963054,0.178940065671313,0.333581682376554,0.679291716758476,-0.279484798842452
"Euc. Summary",0.356493611306687,0.711035988800736,0.80479908641907,-0.58949690022841,-0.516053210232456
"Euc. Summary",0.428458866757887,0.516959408677832,0.703474318504154,-0.156328380635258,-0.0641851018196681
"Euc. Summary",0.600489090887317,0.0404816400985812,0.338242505253251,0.354993993861563,0.19863728220048
"Euc. Summary",0.254079355154156,0.366732463947289,0.369098485165305,-0.0632651930402258,0.216164504061252
"Euc. Summary",0.728794766730029,-0.417194446159046,0.898921360670109,0.457622343731129,0.0703775051449026
"Euc. Summary",0.480994494307109,-0.480971778544123,0.682247973762498,0.981260130776862,-0.0950243619575489
"Euc. Summary",0.673400033390702,-0.580792075326715,-0.528604706371666,0.604971885168605,0.817348139591194
"Euc. Summary",0.903374360950441,0.571877586078257,-0.661852859310611,0.124102584561935,0.487872785040045
"Euc. Summary",0.903374360950441,0.571877586078257,-0.661852859310611,0.124102584561935,0.487872785040045
"Euc. Summary",0.903374360950441,0.571877586078257,-0.661852859310611,0.124102584561935,0.487872785040045
"Euc. Summary",0.903374360950441,0.571877586078257,-0.661852859310611,0.124102584561935,0.487872785040045
"Euc. Summary",0.28812725484347,0.0808584437200946,0.187806866016861,0.583328185419025,0.349212886403201
"Euc. Summary",0.591460342664525,0.710768109440857,-0.207691686713798,-0.195137089224648,0.782340253182939
"Euc. Summary",0.815135652506806,-0.297349581537188,-0.278620640741304,0.299507811001419,0.354728745609587
"Euc. Summary",0.632167204391536,0.220374163754278,0.621207808131682,0.174630079586448,0.109541065867939
"Euc. Summary",0.579978414914816,-0.324474186094314,0.712026944196149,0.633203489981437,0.0389564488262782
"Euc. Summary",0.740746180850829,0.467012276653957,0.65482829239066,0.093194993066299,0.147537801346264
"Euc. Summary",0.417608782165008,0.851627858104552,0.382109264316136,-0.433471403690276,0.357856338120082
"Euc. Summary",0.842017019693514,0.566098545636069,0.544283366683825,0.258589281978416,0.2699049282579
"Euc. Summary",0.842017019693514,0.566098545636069,0.544283366683825,0.258589281978416,0.2699049282579
"Euc. Summary",0.668013252675839,-0.77997771754907,0.173267024181033,0.690453374988087,0.47599006561749
"Euc. Summary",0.905588666166398,-0.268898162163862,0.0529791975084512,0.31863769730532,0.32223618072134
"Euc. Summary",0.312471058559601,0.143182965238187,0.844604716838943,0.54487329758333,-0.973021724709524
"Euc. Summary",0.446080179929039,0.470833002616669,0.676954142716108,-0.0597559117163404,-0.0248598053020032
"Euc. Summary",0.414838489690571,-0.126692559238277,-0.0989369849642769,0.706123987187715,0.944176528126746
"Euc. Summary",0.414838489690571,-0.126692559238277,-0.0989369849642769,0.706123987187715,0.944176528126746
"Euc. Summary",0.414838489690571,-0.126692559238277,-0.0989369849642769,0.706123987187715,0.944176528126746
"Euc. Summary",0.414838489690571,-0.126692559238277,-0.0989369849642769,0.706123987187715,0.944176528126746
"Euc. Summary",0.414838489690571,-0.126692559238277,-0.0989369849642769,0.706123987187715,0.944176528126746
"Euc. Summary",0.414838489690571,-0.126692559238277,-0.0989369849642769,0.706123987187715,0.944176528126746
"Euc. Summary",0.82617327430075,-0.412450589377182,-0.471049837753616,0.297238830253396,0.472762428345126
"Euc. Summary",0.82617327430075,-0.412450589377182,-0.471049837753616,0.297238830253396,0.472762428345126
"Euc. Summary",0.239572716014866,0.135776253813882,0.547711691504212,0.717425287001768,-0.482373238927453
"Euc. Summary",0.21411959717509,0.136913663836735,0.541323619576562,0.509129908637542,-0.871499448747258
"Euc. Summary",0.338797783559298,0.375532382173362,0.3570568256902,-0.26685553936913,0.329361410415165
"Euc. Summary",0.814049698551086,0.545665610796026,0.606036864563812,0.163859747650811,0.290300294945166
"Euc. Summary",0.974841226347989,-0.257910773433511,-0.230897185433971,0.29798639437004,0.283408857882033
"Euc. Summary",0.814681108824852,0.451178580404065,0.0910277432262809,0.207955107227107,0.388357369930555
"Euc. Summary",0.814681108824852,0.451178580404065,0.0910277432262809,0.207955107227107,0.388357369930555
"Euc. Summary",0.553366803143615,-0.434568596418987,-0.326580619377807,0.758370617374342,0.766541610628735
"Euc. Summary",0.50890787913745,0.76118684894948,-0.00145808709643402,-0.332845999390717,0.765789078476761
"Euc. Summary",0.621905286814522,-0.106823927670338,0.12068567110409,0.463114986846396,0.320869113317043
"Euc. Summary",0.853674128366897,-0.883832772921541,-0.575874578486021,0.49185006025305,0.513098510234471
"Euc. Summary",0.604115779514804,0.940420099656075,0.514430838142923,-0.206503223310003,0.175900913097749
"Euc. Summary",0.604115779514804,0.940420099656075,0.514430838142923,-0.206503223310003,0.175900913097749
"Euc. Summary",0.423403894776013,0.71626663172475,0.345595082734808,-0.191689025743662,0.338813766831726
"Euc. Summary",0.673058471903138,0.605376626236987,0.786951189598824,-0.032409096418387,0.0301484243796101
"Euc. Summary",0.39847746045165,-0.365307236340549,0.119235934690654,0.986094070788429,0.472963155024987
"Euc. Summary",0.39847746045165,-0.365307236340549,0.119235934690654,0.986094070788429,0.472963155024987
"Euc. Summary",0.601062851588115,0.638558064389906,0.577210197920618,0.0506847036676862,0.160602708465598
"Euc. Summary",0.39847746045165,-0.365307236340549,0.119235934690654,0.986094070788429,0.472963155024987
"Euc. Summary",0.560103747713384,-0.482030073016415,-0.151214898428454,0.827154067200873,0.58756950067136
"Euc. Summary",0.549689875949982,-0.575214710978359,0.79309126424056,0.843090790342289,-0.061723537577783
"Euc. Summary",0.469303158160625,-0.0957803319732507,0.783389634867901,0.568944463332178,-0.0963099243863698
"Euc. Summary",0.549689875949982,-0.575214710978359,0.79309126424056,0.843090790342289,-0.061723537577783
"Euc. Summary",0.511936770688953,0.631408763523597,0.315301975815402,-0.314858228797744,0.298246816651901
"Euc. Summary",0.270929533768243,0.56148866890203,0.731781855088631,-0.356601624001389,-0.433319203073595
"Euc. Summary",0.38533711995376,0.338865622743271,0.497964248377509,0.354159297560238,-0.0599729755981102
"Euc. Summary",0.600785162965284,-0.688710794545548,-0.173600742679997,0.884713143367718,0.713369551449602
"Euc. Summary",0.394021957487066,0.363602914115381,0.855414532241209,-0.173409508662162,-0.451048969744422
"Euc. Summary",0.348957961224488,0.565765160784898,0.794728981766861,-0.343251816581374,-0.715779684032311
"Euc. Summary",0.726627656074235,-0.0851113074050272,-0.821250865122591,0.355006700504269,0.787999923915933
"Euc. Summary",0.422296737615142,0.893418987789581,0.398392549397376,-0.547522327369716,0.307648454027717
"Euc. Summary",0.456167591538982,0.237606046364527,0.740523210678097,0.361858068094497,-0.117358561632174
"Euc. Summary",0.510159783275119,-0.404725046372553,0.460104946010753,0.864625854690514,0.233199143342998
"Euc. Summary",0.232216142514003,0.36366710432085,0.572918349213436,0.120371147191233,-0.524024129983464
"Euc. Summary",0.675541799512973,-0.527738577890477,-0.707612428046035,0.587360246940043,0.929415275011636
"Euc. Summary",0.675541799512973,-0.527738577890477,-0.707612428046035,0.587360246940043,0.929415275011636
"Euc. Summary",0.356689904864793,-0.0829839003587119,0.371697852129974,0.987674329049505,-0.00220896318345037
"Euc. Summary",0.582944654772923,-0.8493385175586,0.75160992326146,0.972065226271483,-0.00519824596213597
"Euc. Summary",0.279962449193531,0.271773024878297,0.280857765137134,0.191503331416477,0.628484225393107
"Euc. Summary",0.518943977787349,-0.255920601980074,0.41144106822026,0.823006473477064,0.297863783607375
"Euc. Summary",0.7069490243166,-0.781901783143513,0.126360572395506,0.682844127145163,0.49850280126558
"Euc. Summary",0.7069490243166,-0.781901783143513,0.126360572395506,0.682844127145163,0.49850280126558
"Euc. Summary",0.466826510709072,0.242196476170844,0.161481251593146,0.122393920130064,0.546060283015016
"Euc. Summary",0.682421723206871,-0.425328444582006,-0.871591765106799,0.638117964938615,0.856495360833611
"Euc. Summary",0.805912924047164,-0.343311086745948,-0.693570390759449,0.391723808741719,0.676838698219755
"Euc. Summary",0.805912924047164,-0.343311086745948,-0.693570390759449,0.391723808741719,0.676838698219755
"Euc. Summary",0.527262551642049,0.381446756252949,0.864815096395709,0.065927499594726,0.101831080974292
"Euc. Summary",0.254226941563609,0.632041123029386,0.143588802522095,-0.862168219728839,0.505648168468125
"Euc. Summary",0.254226941563609,0.632041123029386,0.143588802522095,-0.862168219728839,0.505648168468125
"Euc. Summary",0.282954942179503,0.0746949050933113,0.33305288113117,0.502479432104741,0.197276931353473
"Euc. Summary",0.568487649567937,-0.0748973755583919,-0.548476268406047,0.440380906724412,0.938638475194128
"Euc. Summary",0.568487649567937,-0.0748973755583919,-0.548476268406047,0.440380906724412,0.938638475194128
"Euc. Summary",0.319642417951272,0.771951820245301,0.410808067826935,-0.909803063516604,0.137853327518657
"Euc. Summary",0.319642417951272,0.771951820245301,0.410808067826935,-0.909803063516604,0.137853327518657
"Euc. Summary",0.319642417951272,0.771951820245301,0.410808067826935,-0.909803063516604,0.137853327518657
"Euc. Summary",0.219353100320288,0.490860739817875,0.691629406231796,-0.547783704481178,-0.797910290620849
"Euc. Summary",0.873294695861058,-0.182436494836155,-0.468278340207002,0.148658817934239,0.483685569227161
"Euc. Summary",0.393467473477879,0.992398119563373,0.462084086576579,-0.943716812945775,-0.0910180831569993
"Euc. Summary",0.393467473477879,0.992398119563373,0.462084086576579,-0.943716812945775,-0.0910180831569993
"Euc. Summary",0.393467473477879,0.992398119563373,0.462084086576579,-0.943716812945775,-0.0910180831569993
"Euc. Summary",0.620994942757985,0.766444439585643,0.527545226420899,-0.146060403126445,0.391265703802924
"Euc. Summary",0.269263341505966,0.391599989261474,0.502086788596408,-0.00884364767607537,0.0278928200168307
"Euc. Summary",0.274019308593891,0.696976850646513,0.523253163710218,-0.563736320511664,-0.435893385513394
"Euc. Summary",0.3809163041128,0.0676796824424655,0.927012591897601,0.892594052559703,-0.706868211106675
"Euc. Summary",0.0866571585479643,0.202803316341902,0.385512689000672,-0.0373805391443323,0.193502563294328
"Euc. Summary",0.566822874934445,0.328590094924114,0.940530022112247,0.248968984946568,-0.276238976590029
"Euc. Summary",0.195841137754649,0.0261255082313832,0.509692005182378,0.91024625272766,-0.288327248283977
"Euc. Summary",0.342909859902955,0.573810138587218,0.526190309080607,-0.592217538910165,0.242658059014257
"Euc. Summary",0.195841137754649,0.0261255082313832,0.509692005182378,0.91024625272766,-0.288327248283977
"Euc. Summary",0.195841137754649,0.0261255082313832,0.509692005182378,0.91024625272766,-0.288327248283977
"Euc. Summary",0.928583527165498,0.117549171086787,-0.198807456806134,0.249339632987672,0.403454902948265
"Euc. Summary",0.522159343174708,0.106715825848413,0.946022420583267,0.428243577607966,-0.205332203012021
"Euc. Summary",0.664942194927695,0.330777416178795,-0.236331446616797,0.174278187178235,0.705873374841632
"Euc. Summary",0.19865135849483,0.470663851977724,0.460898640432543,-0.811909065205545,-0.472963677716535
"Euc. Summary",0.19865135849483,0.470663851977724,0.460898640432543,-0.811909065205545,-0.472963677716535
"Euc. Summary",0.651045779819173,0.269919799934182,0.978047411008709,0.148651478555899,0.0487279055151135
"Euc. Summary",0.770819555323843,0.223242432634562,0.180110589512305,0.17866572511216,0.377962687666728
"Euc. Summary",0.224571172204174,0.199508176045405,0.191650895289545,0.39042937865777,0.442374409748572
"Euc. Summary",0.188170462891004,0.451764949154811,0.667634892590789,-0.772506454854119,-0.768724793143763
"Euc. Summary",0.24886690568432,0.496696748972129,0.101000816010109,-0.671146387992179,0.878700056873514
"Euc. Summary",0.24886690568432,0.496696748972129,0.101000816010109,-0.671146387992179,0.878700056873514
"Euc. Summary",0.680587072636327,0.962486768872182,-0.253277006868688,-0.199903922103813,0.610663418486489
"Euc. Summary",0.411584176942908,0.55070777592208,0.0834983871902395,-0.0500438962909065,0.907827019622072
"Euc. Summary",0.441391851879333,0.411945759514251,0.266797246421513,0.221008137067949,0.358941963798844
"Euc. Summary",0.313976596370896,0.504396748268939,0.521384447628848,-0.233733849644519,0.03399879017189
"Euc. Summary",0.237817588757493,0.401251779027913,0.262856593789647,-0.671336069576941,0.641827521744889
"Euc. Summary",0.350936128530838,0.697826035054686,0.298899347600735,-0.725073617898196,0.210302858378528
"Euc. Summary",0.350936128530838,0.697826035054686,0.298899347600735,-0.725073617898196,0.210302858378528
"Euc. Summary",0.335353747315574,0.0941452004983858,0.0730311992118658,0.513307183582686,0.526068424610115
"Euc. Summary",0.394389975475297,0.578012809481578,0.51944590609821,-0.148981236499711,0.154352919855427
"Euc. Summary",0.394389975475297,0.578012809481578,0.51944590609821,-0.148981236499711,0.154352919855427
"Euc. Summary",0.816999356772917,0.242997944714879,-0.073979084037514,0.212037615892153,0.386810512869556
"Euc. Summary",0.450096658600123,0.0120067229459157,0.693656056694456,0.265962989134847,-0.179532178744868
"Euc. Summary",0.450096658600123,0.0120067229459157,0.693656056694456,0.265962989134847,-0.179532178744868
"Euc. Summary",0.754682567791649,-0.299423386004677,-0.640425062391049,0.452483296820573,0.562567953394183
"Euc. Summary",0.307681118851018,0.14353057625183,0.860050690463215,0.270852340738023,-0.686558806787593
"Euc. Summary",0.307681118851018,0.14353057625183,0.860050690463215,0.270852340738023,-0.686558806787593
"Euc. Summary",0.372062554500844,-0.199544808098517,0.666766547532197,0.987081731534,-0.232850532527972
"Euc. Summary",0.222719616029412,0.322832640581986,0.335485977962737,-0.12179979442557,0.209034646710334
"Euc. Summary",0.222719616029412,0.322832640581986,0.335485977962737,-0.12179979442557,0.209034646710334
"Euc. Summary",0.967243135991854,-0.0201756736480417,-0.648322440928732,0.254498617683316,0.336255622709896
"Euc. Summary",0.840834130996191,0.0536414399461681,0.830764944631343,0.195086898304293,0.261253506639689
"Euc. Summary",0.840834130996191,0.0536414399461681,0.830764944631343,0.195086898304293,0.261253506639689
"Euc. Summary",0.840834130996191,0.0536414399461681,0.830764944631343,0.195086898304293,0.261253506639689
"Euc. Summary",0.741067547112735,0.550802560978134,0.382463312989973,0.0851781200728713,0.367822042570121
"Euc. Summary",0.545945306747348,-0.6484491050415,0.95106828057965,0.974670829848576,-0.296650445162798
"Euc. Summary",0.545945306747348,-0.6484491050415,0.95106828057965,0.974670829848576,-0.296650445162798
"Euc. Summary",0.545945306747348,-0.6484491050415,0.95106828057965,0.974670829848576,-0.296650445162798
"Euc. Summary",0.545945306747348,-0.6484491050415,0.95106828057965,0.974670829848576,-0.296650445162798
"Euc. Summary",0.545945306747348,-0.6484491050415,0.95106828057965,0.974670829848576,-0.296650445162798
"Euc. Summary",0.621405716098185,0.535091388157306,-0.55258109905222,0.151767764937694,0.835351353466159
"Euc. Summary",0.621405716098185,0.535091388157306,-0.55258109905222,0.151767764937694,0.835351353466159
"Euc. Summary",0.621405716098185,0.535091388157306,-0.55258109905222,0.151767764937694,0.835351353466159
"Euc. Summary",0.405004905947872,0.766835206314513,0.739597807760242,-0.710437590711135,-0.230350757619286
"Euc. Summary",0.944901162699429,-0.171426733690043,-0.177478042106845,0.349470050398528,0.419338932064594
"Euc. Summary",0.549672190784797,0.69123414504796,0.166652709977172,-0.223545701897067,0.4699308032133
"Euc. Summary",0.549672190784797,0.69123414504796,0.166652709977172,-0.223545701897067,0.4699308032133
"Euc. Summary",0.629667607524438,-0.247818650302863,-0.755095340997436,0.470382953175327,0.864214500727247
"Euc. Summary",0.519761773894805,0.0412997044252282,0.657136788721032,0.480129664476905,0.102740499256589
"Euc. Summary",0.370181684093507,0.209966197871868,0.836106434481233,0.411239365367836,-0.66628949597325
"Euc. Summary",0.690226601845022,-0.0962969487989271,0.0914986683922322,0.392108150396459,0.483456543604665
"Euc. Summary",0.455857235906952,0.419462039469357,-0.0846106255956208,0.0257713248656022,0.939925211496757
"Euc. Summary",0.360694182860205,0.107518843622778,0.434743673974424,0.312349997449625,0.314772681096516
"Euc. Summary",0.254775442349959,0.31254968951277,0.563539969409632,-0.0353404533213009,-0.457017347645981
"Euc. Summary",0.871490444135001,0.0305254865623367,-0.371262764355354,0.32231649818504,0.394056552842837
"Euc. Summary",0.881941040385988,-0.0632682660408291,-0.128497353951898,0.357449394142479,0.423091210350328
"Euc. Summary",0.600223962911959,0.680675016333961,0.362104656189168,0.0815080868440975,0.237325277243735
"Euc. Summary",0.881941040385988,-0.0632682660408291,-0.128497353951898,0.357449394142479,0.423091210350328
"Euc. Summary",0.881941040385988,-0.0632682660408291,-0.128497353951898,0.357449394142479,0.423091210350328
"Euc. Summary",0.54289792689902,0.490628116260665,0.0279025908465275,-0.10494535813032,0.640784096768172
"Euc. Summary",0.881941040385988,-0.0632682660408291,-0.128497353951898,0.357449394142479,0.423091210350328
"Euc. Summary",0.881941040385988,-0.0632682660408291,-0.128497353951898,0.357449394142479,0.423091210350328
"Euc. Summary",0.881941040385988,-0.0632682660408291,-0.128497353951898,0.357449394142479,0.423091210350328
"Euc. Summary",0.278447309505891,0.0238631993097801,0.42841985870987,0.946700147325543,0.198597869168729
