"kl.divergence","Wasserstein","MMD"
3.93052507956148,2.12803522411313,0.212016775329941
3.90538410538529,2.11618986739108,0.211014889862922
3.54716564539971,2.0638161078999,0.206225748247722
3.53635405396476,2.04106097418605,0.204306889210451
3.24741112546068,1.98506599868913,0.198171420757842
3.13261324512671,1.97036761726539,0.196269450189432
2.96431169348666,1.94974839734183,0.193708899782381
2.89297264257628,1.90675266328605,0.189900862388467
2.86295230752386,1.87994020179846,0.186473182318989
2.79973161670602,1.86374721578935,0.184097522801527
2.60526542075321,1.85042829235622,0.18204369404461
2.48149704013774,1.81215857735889,0.177762158310136
2.61046651461155,1.79154413625731,0.175653333758147
2.30750652379756,1.7869006185494,0.174996709826043
2.24408377489376,1.7763165480862,0.173306852796951
2.20050107992141,1.74833245064626,0.168650671650049
2.12779417921026,1.70223302444108,0.163526785798052
2.0793267707194,1.70256027954912,0.163372156250933
2.07002001865105,1.68861653764424,0.160874315331834
1.94387614579392,1.69617061797265,0.161130446119944
1.72528181683363,1.65150447892626,0.154865338417743
1.73908452536101,1.6331351108826,0.15320893668852
1.92239392381751,1.63945089969643,0.153442935782009
1.9016191993835,1.63301728069649,0.154075012540396
1.70148259537951,1.58309310148505,0.145854592355481
1.60994048770916,1.57938071325672,0.145706155010102
1.58192805184168,1.53570111069197,0.139728654085868
1.55962316110576,1.534161753834,0.138502834809326
1.51627453694682,1.54218874548833,0.139269349110847
1.50529389883443,1.5247338130695,0.137858738260623
1.35621250744615,1.49559101540103,0.133293506316084
1.30416573537257,1.47957058904729,0.12953973832416
1.24515072802189,1.44735969634933,0.126078355120427
1.30666643698704,1.49796416308011,0.133526033987841
1.23205175815546,1.45703588799714,0.127445667167153
1.25767946198702,1.4301924376575,0.125059764969998
1.177771137492,1.39566981856313,0.119005079422414
1.23958782787359,1.40866362618913,0.120555344703127
1.09992571251356,1.37802980948825,0.115601333681962
1.05664572368666,1.35302032040985,0.113685996592346
1.17508669764517,1.38279769601811,0.116099058784691
1.17685407449185,1.37250771902842,0.11649019450675
0.936003494084519,1.33380468012657,0.108857550185884
0.963659137909435,1.28299728826478,0.102446766965727
0.90396927033978,1.30707824498675,0.106566943065132
1.00747219734672,1.30616251836963,0.105105153369048
0.880134170744752,1.2987162217793,0.103088171118017
0.832225549904361,1.28632160775817,0.101686076297021
0.774363729289443,1.2392290181987,0.0974215622371264
0.769138089659631,1.23381583025214,0.0954001848699639
0.767266325584638,1.24554086703152,0.0936753613619561
0.659038637547716,1.19911229113323,0.0909415587317444
0.837665242984602,1.21581422859167,0.0936600292133059
0.749205477037949,1.21257715958051,0.0911010753149095
0.685315121979635,1.20926963588653,0.091712412360105
0.574054463412248,1.14535441887021,0.0824489173299345
0.630147776276968,1.17008300039656,0.0873658645486022
0.700657244770892,1.17736886705822,0.0873966576079237
0.70066219232069,1.17252510405057,0.0866429051394144
0.536654268157727,1.11655224464786,0.0809131760407618
0.58161633153745,1.08002541891313,0.0764976475292012
0.576867364156168,1.14900272291654,0.0819072338020828
0.637138238023168,1.11394747261844,0.0804353412266923
0.502909918375274,1.08126045173528,0.0761132793772994
0.580106122747781,1.10157243034181,0.0778333004516218
0.515896179692128,1.0741054891542,0.0725894482844756
0.408443886020381,1.0311167162732,0.0669986449432902
0.474384670254551,1.06258626071425,0.0733177705698078
0.567553004274427,1.01348699623953,0.0657492804757123
0.399847403024927,1.05564508288378,0.0717357442340334
0.340839463713836,0.962744276629868,0.0610392631211556
0.423770484230987,1.00644120662659,0.0658754194253359
0.490861109940235,1.04276127747719,0.0710850243937404
0.350247011802196,0.959675688083404,0.0594250851504854
0.318565928860089,0.9736600302835,0.0591754653512742
0.442664352490769,1.01826106341225,0.0668191110669381
0.354528723099304,0.954169998780249,0.0595017793627601
0.31203074931008,0.928253995994906,0.0539504377476336
0.366133038427431,0.982974581436569,0.0623950450853505
0.304950411168173,0.922675837918277,0.0549093255879058
0.293827608926844,0.946004767585381,0.0589689603726327
0.281184326538177,0.915446359787797,0.054177556771521
0.320751544645821,0.920569496186251,0.0545829417205939
0.271710384006603,0.899986584846782,0.0538268091648844
0.34151482837474,0.893511945590448,0.0528296200318934
0.146709339700262,0.837467634757397,0.0448632221086607
0.300740446108087,0.855775489636197,0.0458765554550102
0.309574855237303,0.856207342725917,0.0478851427000198
0.157632289399955,0.866506639757286,0.0478785056152278
0.19771812522737,0.823864409240691,0.0450505250911308
0.182647635897398,0.772453834375743,0.0379365660695226
0.173067206218271,0.824969461850049,0.0417565250967034
0.187115839322673,0.778873009351957,0.0391600625847079
0.12467469157983,0.783274733411858,0.0414407277820912
0.241116966988631,0.828810833858846,0.0461350467504849
0.275336741618025,0.829834665504256,0.0433554082757603
0.140419241097754,0.723599641172171,0.0349276884151073
0.147485742175887,0.787948600410867,0.0421379658388128
0.104898486650056,0.741843755447306,0.0367825326630018
0.254853114687838,0.765018964721235,0.037955118519359
0.0685219163176071,0.720371113701499,0.0361357760417764
0.187320277448252,0.758239295180077,0.0374591749370232
0.219528003666845,0.72890308960245,0.0345345732770559
0.200562826856129,0.746434354621948,0.0359209547163415
0.202608418119474,0.735655606574665,0.0357266006100034
0.0713886035311843,0.710136497714431,0.0348958395533945
0.150542229297458,0.682271217629807,0.0298785611630548
0.150453400443997,0.715578172167621,0.0345931252081124
0.0841564982195423,0.667682582872271,0.0292591248857694
0.10230371449779,0.701767123094074,0.0324785376620933
0.00381286594146968,0.627691910803664,0.0256557206606076
0.0874564268651093,0.667078116899886,0.030993024805027
0.0997645312422983,0.675793136979764,0.0295151253328956
0.0785892363813773,0.662104383729939,0.0280011558622215
0.179940430493353,0.684004828346886,0.0312892911965306
0.0576268028948271,0.633162543558833,0.0270177533915752
0.114380974963959,0.652318127590138,0.0261113889652811
0.0914575608943605,0.669043798817494,0.0297833704035519
0.00583094022198657,0.541099156171015,0.0197735876931318
0.0137093023284569,0.641011810173507,0.0267005454695637
0.147709393754047,0.678855919709341,0.0288971209893991
-0.0200188408124977,0.623977469735788,0.0250819333431602
0.0328829304251976,0.59332998173082,0.0236073203525922
0.00942032795884734,0.58539651401801,0.022586103711201
0.0493483023896615,0.545129697662085,0.0200862344147872
0.0685646760245363,0.531750215516821,0.0178713597931841
0.0342963474954277,0.584252157870887,0.0226526244128049
0.0220127847679732,0.603614052780875,0.0238326331681766
0.0252499734203966,0.551049726517908,0.019866763740255
0.0257306688208773,0.542379130995799,0.0194323089886645
0.0160290288237629,0.627258718690551,0.0266952207369875
0.0298073573621832,0.541391015310671,0.0189787105967105
-0.0475977342449296,0.471116556549566,0.0144640939881393
-0.0184674947961057,0.481004351881028,0.0154048758602872
0.0331841824609801,0.471196732432967,0.0133564595273254
0.0201452074530262,0.466837283177767,0.0130032930839419
-0.0541057645966976,0.500803276078339,0.0161176367798097
-0.0529500440848506,0.449733395039671,0.0129509110639559
-0.0177722720538486,0.454896528057937,0.0141950412056846
0.0598497344431607,0.461396846905653,0.0135326403041813
0.0260593674663614,0.48403253813784,0.0162822339730679
-0.0490551287448088,0.444534061512882,0.0119444064905307
-0.0893119137235108,0.44629532936045,0.013039087428715
0.00176423418030754,0.467991497724794,0.0128974392047145
-0.0307043370106703,0.422219333162427,0.00981473199180183
0.0405362114578002,0.490901709026066,0.0161139105332224
0.00588170510810687,0.420429946622459,0.0113534860617905
0.00014405432996773,0.43326977819718,0.012138281664527
-0.0623119170634509,0.443001916047579,0.0118762063039815
-0.0238940987266697,0.444780862089208,0.0133398911082803
0.00946330504167781,0.401419717530877,0.0101150055164951
-0.0588419637710604,0.38077923179617,0.00859970172508895
-0.0748505167404755,0.380308605405799,0.00909223398869319
-0.0479640367089032,0.415202173150368,0.0116857510993587
0.021981578529093,0.37130665477503,0.00889365417404342
-0.0707616134321725,0.423078286530943,0.0117744164047111
-0.0073058305888253,0.414453572775877,0.0119438565259729
-0.0564499362293664,0.372319768515129,0.00806961300771247
-0.0322545526053727,0.365760329858127,0.00730490680568785
-0.0408107637294479,0.362887355595283,0.00768008208456639
-0.104448731824984,0.386903688045837,0.0090820293651408
-0.0179866153218263,0.385843028782421,0.00844109510893309
-0.0382438086189131,0.362398135840366,0.00772914124758906
-0.108172128652435,0.361287527081083,0.00881896298187623
-0.0199253311671337,0.340281953370307,0.00701962340303064
-0.0989432690181457,0.378118425641913,0.00864897872949699
-0.0408837966009842,0.364186027131719,0.00791376951193135
-0.0510230716493879,0.341497578003726,0.00650675923108279
-0.0775388885394277,0.36965593573975,0.00806442929494144
-0.0136187314684194,0.349371001572113,0.00713307794219364
-0.07142423037967,0.327898033955906,0.005438566515235
0.0344633631795041,0.358375871163793,0.0075856119579818
-0.000434582657409919,0.306636976463326,0.00505720906147555
-0.0962815702000462,0.314827872363785,0.00506655877784645
-0.119537613447393,0.303850366198121,0.00513668252536936
-0.065495193939867,0.316206973361809,0.00460847029489653
-0.0636789406599246,0.304071349935469,0.00464199921867436
-0.0278882035641955,0.360373024990616,0.00732016342911734
-0.0831764034581838,0.311419151996291,0.00431626511561856
-0.0476631692440669,0.303653809321341,0.00506061253844736
-0.0648168845226801,0.287904351092182,0.00339047410748572
-0.0869057025174898,0.347954720284174,0.00568655161899478
-0.0928703150066158,0.324818320963932,0.00517164257249947
-0.113563209220446,0.326187448716842,0.00559578778606884
-0.0441546786729923,0.343399716516132,0.00592445502310346
-0.116371601743692,0.31031187271275,0.00371108917324436
-0.0523831054597604,0.325496017421377,0.0046960771162281
-0.0841021784116165,0.305740993794521,0.0044028806637173
-0.0470705030772078,0.323326443752293,0.00538387408032248
-0.0246291973247926,0.298842236798865,0.00448881422008851
-0.0469077300111285,0.323175266183706,0.00392878419804177
-0.0819085955318405,0.304648068880608,0.00387532990961681
-0.0102889646840113,0.312770042589558,0.00430828920472415
-0.0754720709454468,0.34063497718871,0.00532794871551001
-0.054941810788805,0.327598259926281,0.00448001589862956
-0.103749605034512,0.321147204788505,0.00554451178423365
-0.0619256590661007,0.294442493783794,0.00386163479097723
-0.019138174495376,0.298880594841584,0.0045309503963531
-0.0848576491851809,0.30244814339997,0.00286687439123856
-0.0339322313077901,0.312068618357638,0.00505977441114203
-0.0703552550280465,0.292399733377459,0.00369231910664425
-0.042807561573969,0.290300172856084,0.00289798674117447
-0.0294374015288249,0.315563847288435,0.00338119207277954
-0.0416422991512754,0.301000046516859,0.00370779346960326
-0.131476776121796,0.294759671591122,0.00439514251603867
-0.0653842402282889,0.279564755577268,0.00289708089274043
-0.0676775243569464,0.293557943840543,0.00366506449833981
0.00499451309027427,0.291259089882662,0.0030964043558166
-0.0255992346649782,0.291061523448235,0.0036132753770266
-0.161073459737907,0.289205851198583,0.00306577412621367
-0.0619191754719895,0.291217858078247,0.00312404792593313
0.00392845258457964,0.326134706710528,0.00502834236508765
-0.0665855145619762,0.316834753688945,0.00382427900077476
-0.0993842443794756,0.306022128086133,0.00451761805888529
-0.0942071494061802,0.305788653049527,0.00428785367241291
-0.0235832451104352,0.319492328419727,0.00389933622154137
-0.0522234199519262,0.308603764267267,0.00378485672540751
-0.00411096490579075,0.310513084476686,0.00402720458393757
-0.118797817682555,0.295320516032665,0.00367045351453621
-0.129026425827806,0.338313725076344,0.00545382644311632
-0.102054521116309,0.312415887536167,0.00425315516184632
-0.0877184098329999,0.319225387810586,0.00487018016062057
-0.00891554280462515,0.31109638475623,0.00355354152770948
-0.0197634004476213,0.322410916048814,0.00452732288428281
-0.10899986009453,0.309152759746244,0.00377001727550352
0.000869412428539363,0.316916196566496,0.00381970681805521
-0.0491081691533454,0.315644053944215,0.00413464083961435
0.0103434970463823,0.355336978387534,0.00456401151397312
-0.0563628764952109,0.380474698951342,0.00622226980294638
0.00894194629247977,0.367322664168828,0.00747672259232779
-0.092741891731177,0.334207285763027,0.00522441517846595
-0.0623932528536543,0.339168371817137,0.00466496602550492
-0.0278160629943368,0.384540580423402,0.00678921243576003
-0.0588464471728985,0.371766683835661,0.0070556744736221
-0.0443356638513651,0.308553726886209,0.00390477740750583
-0.0706434526224048,0.355605973355856,0.00591631815338678
0.00630243877235171,0.364006348200227,0.00601771457126921
-0.0522549456327379,0.349094995048966,0.00545537031284127
-0.0825361088145701,0.369285778670002,0.00653292414937656
-0.0122498561586344,0.370147535082751,0.00656840469951092
-0.015618654054847,0.393033852637853,0.00804829780863736
-0.110914124740534,0.395378235616625,0.00805550608132233
-0.100689351436715,0.409776258742193,0.00716087004886612
-0.0449985072628369,0.392057529497023,0.00641213053748535
-0.0226882470948358,0.353608363200451,0.00641804438411198
-0.0600768010984002,0.404666052180119,0.00805557206775998
-0.0704978149965709,0.415033197183462,0.00861724775444017
-0.0978097510151974,0.346525373103957,0.00532707570167323
-0.0960545015406378,0.349230561851901,0.00538613576161584
-0.0328619048237979,0.440532521462395,0.0098156940895846
0.0160721182673615,0.41657173137827,0.00935421586698526
0.0227890508565788,0.440470468512801,0.0093677860933874
-0.0901166009904737,0.4498826212426,0.0114813354375261
-0.137372966007249,0.426546028524033,0.00935519865198531
-0.0610072247659064,0.424476265469166,0.00993762448489344
-0.00369708382241151,0.39953318200659,0.00778247099261753
-0.0372619067030482,0.497481840624816,0.0106678166622669
0.001896097633512,0.497880559134208,0.0122582406001279
-0.044260176790659,0.461855264890207,0.0100896311365357
0.0330456691499103,0.53597683361175,0.0144822146254167
-0.0261925115747499,0.424418556419,0.00793303782281596
0.00076840623627686,0.506567174973844,0.012782880272955
0.0198348684752327,0.449135293129992,0.0101981330416931
-0.0258194087013599,0.417052205751412,0.00964253288180306
-0.0390102531904558,0.464688304285737,0.00927879040955792
-0.0112999022988124,0.519322303560992,0.0130570867557513
-0.109947848921964,0.45729330396002,0.0109173048384159
-0.0113656518887747,0.514245038710593,0.0144868933449263
-0.0344945363873885,0.419807840805004,0.00845611476664265
