"MMD","Wasserstein","kl.divergence"
0.266012091650039,1.37753499564873,3.30154861573525
0.256787062703057,1.3438632772161,3.00935183344362
0.256602280734116,1.34460929832857,2.95409500583253
0.250368392091563,1.32506569036975,2.78137265631631
0.239009776425047,1.29090031288568,2.45108620500467
0.233667033223856,1.27213439922232,2.473951498478
0.228324984634246,1.26012837803354,2.47019695002808
0.226300592086059,1.25458155346879,2.29855197613812
0.210658192818675,1.21104132762125,2.04994771777052
0.206047166389893,1.20086304527218,2.03147305959924
0.201013457234794,1.18247099494581,1.87668523446999
0.202989831596705,1.18999653363815,1.88310879827795
0.191703783343535,1.16331507793591,1.79026603826528
0.195441027367748,1.16671806116215,1.76151967014337
0.184367853311175,1.1344302597248,1.6457519296796
0.173824699087767,1.10277105344236,1.56537492411031
0.17047530157225,1.09812406830195,1.56974006510269
0.170907855424976,1.09516695051605,1.63404200413976
0.162487300306335,1.07712249754176,1.40500095019789
0.167081973176222,1.08787326637498,1.50307817374737
0.159736216599747,1.07429571307162,1.35009409150585
0.154324642781385,1.05533494190276,1.42015131129452
0.145972886638722,1.02977776275248,1.36903748035682
0.150201918678522,1.03721787902536,1.13042081439316
0.141541332769558,1.01638571710336,1.36861359244111
0.14010018614588,1.00730150521856,1.27097839245665
0.14130899332353,1.01116691622932,1.21419474877943
0.134055547297802,0.991740578201414,1.13203605057902
0.136955410964404,0.999839934272471,1.00966873122263
0.132058451916172,0.987436281692729,1.04435485064225
0.123502613138948,0.95517378771002,1.03723000989404
0.12785819727579,0.974757855493495,1.09746348972773
0.114523366591609,0.924991489309687,0.997311913508218
0.11227265330512,0.919844550308276,0.813907778085281
0.114133526234178,0.926182839376776,0.831664469725861
0.111310837195067,0.916441757107831,0.827211332105801
0.109887071199242,0.918806275131072,0.882036499034064
0.106978358424386,0.903912135118327,1.00572331095225
0.109906814928433,0.921655324101604,0.79045116363071
0.108008105672521,0.908975281572107,0.822364513697811
0.0997845550738794,0.873112683852183,0.715589399453776
0.0949835359052047,0.863508981709727,0.637550308449651
0.0958099086498143,0.864213035961362,0.680635744569786
0.0914240850639791,0.848303037862654,0.705547715928014
0.0938608612125227,0.861693875555859,0.665816928797028
0.0951534258299822,0.864482484443354,0.713392194233017
0.0955563759943554,0.860715856139427,0.825143583934493
0.0912976124186773,0.843185621846822,0.7773060793441
0.0779411493527085,0.790164091279054,0.647304883047395
0.0872769108749725,0.832151871924479,0.615962082473197
0.0872068000644579,0.832335236934598,0.489840399414197
0.0776232794086849,0.793328229505515,0.459048811351543
0.0726042555595063,0.774163219931337,0.595518058543505
0.0685866098852865,0.755550168724318,0.496745757278161
0.0702759044730419,0.764736617676284,0.452573519706863
0.0714513727878292,0.763988975076261,0.500767826614046
0.0696501353363657,0.760376154694574,0.482604404806675
0.0771689596194889,0.78942302588405,0.436466981050376
0.069992855008767,0.765757791638596,0.585499205306305
0.0650380120553582,0.734498063195891,0.381779444457644
0.0629508355041934,0.727899805403957,0.414783490143561
0.0651721327747223,0.737464008201519,0.483270766847742
0.0574925320197901,0.699847132457407,0.293543166692264
0.0626860627227128,0.723428380997728,0.432718428690204
0.0553091339834588,0.688088251698818,0.325160012751645
0.0565315525700559,0.69687939240467,0.363115467256942
0.0633613893352714,0.733402826200866,0.434913527237144
0.0637798081368703,0.730942994675129,0.314351929486153
0.0575951234806342,0.696570529239577,0.304325796918031
0.0516277812943636,0.670290965051854,0.319698554542717
0.0543718277220593,0.672259635172354,0.32361081516979
